Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
HELFY,HelloFresh SE,1.78,-0.86,-32.58,189089,88975,1875000000,2024-03-11T08:45:41.994447
ASLE,AerSale Corporation,6.97,-2.43,-25.9,3727000,648700,362117000,2024-03-11T08:45:41.994447
AMLX,"Amylyx Pharmaceuticals, Inc.",3.36,-15.61,-82.29,61467000,2237000,227748000,2024-03-11T08:45:41.994447
PRTS,"CarParts.com, Inc.",1.94,-0.57,-22.71,3077000,583515,104329000,2024-03-11T08:45:41.994447
DHCA,DHC Acquisition Corp.,8.73,-2.74,-23.89,335050,21783,85499000,2024-03-11T08:45:41.994447
TSBX,Turnstone Biologics Corp.,3.16,-0.85,-21.2,242245,140193,72974000,2024-03-11T08:45:41.994447
BREA,Brera Holdings PLC,1.52,-0.43,-22.05,1731000,1777000,18635000,2024-03-11T08:45:41.994447
EXPR,"Express, Inc.",1.6,-0.69,-30.13,187135,189903,5994000,2024-03-11T08:45:41.994447
TGL,Treasure Global Inc.,3.95,-1.09,-21.63,806686,150745,4370000,2024-03-11T08:45:41.994447
APVO,Aptevo Therapeutics Inc.,5.19,-1.41,-21.36,255122,76763,2769000,2024-03-11T08:45:41.994447
CRML,Critical Metals Corp.,8.12,-2.87,-26.11,65612,68595,662916000,2024-03-11T08:45:41.994447
