Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
EGRNQ,China Evergrande Group,0.026,-0.014,-35.0,37500,34513,343312000,2024-01-17T06:18:37.043429
FBRKF,FBR Limited,0.0179,-0.0046,-20.44,20000,35739,74016000,2024-01-17T06:18:37.043429
ROXIF,Caspian Sunrise plc,0.02,-0.005,-20.0,300,10392,68786000,2024-01-17T06:18:37.043429
POET,POET Technologies Inc.,0.99,-0.25,-20.16,215633,158230,42063000,2024-01-17T06:18:37.043429
RENT,"Rent the Runway, Inc.",0.5309,-0.1591,-23.06,999106,974906,37334000,2024-01-17T06:18:37.043429
GDLNF,Energy Transition Minerals Ltd,0.025,-0.009,-26.47,35625,111106,40036000,2024-01-17T06:18:37.043429
CRGE,"Charge Enterprises, Inc.",0.162,-0.065,-28.63,37784000,8874000,34836000,2024-01-17T06:18:37.043429
NASO,"Naples Soap Company, Inc.",0.02,-0.005,-20.0,36750,89642,29801000,2024-01-17T06:18:37.043429
FTCHF,Farfetch Limited,0.064,-0.018,-21.95,4575000,22485000,25310000,2024-01-17T06:18:37.043429
NBIO,"Nascent Biotech, Inc.",0.107,-0.033,-23.57,700427,132522,17841000,2024-01-17T06:18:37.043429
CWSFF,Cielo Waste Solutions Corp.,0.01,-0.019,-65.52,273794,47116,31620000,2024-01-17T06:18:37.043429
NRVTF,Noram Lithium Corp.,0.1539,-0.0486,-24.0,622055,330743,13683000,2024-01-17T06:18:37.043429
CYCA,Cytta Corp.,0.03,-0.008,-21.05,138339,201590,13042000,2024-01-17T06:18:37.043429
PUBC,PureBase Corporation,0.052,-0.018,-25.71,48622,43315,12005000,2024-01-17T06:18:37.043429
EMUSF,Electric Metals (USA) Limited,0.075,-0.0357,-32.25,17113,20725,11308000,2024-01-17T06:18:37.043429
BCEL,"Atreca, Inc.",0.254,-0.1024,-28.73,15503000,7534000,10065000,2024-01-17T06:18:37.043429
ASLN,ASLAN Pharmaceuticals Limited,0.5853,-0.3602,-38.1,780554,158500,9758000,2024-01-17T06:18:37.043429
ILAG,Intelligent Living Application Group Inc.,0.5205,-0.1595,-23.46,113482,24951,9400000,2024-01-17T06:18:37.043429
CRYM,Cryomass Technologies Inc.,0.039,-0.0106,-21.37,81150,128613,8191000,2024-01-17T06:18:37.043429
RDUFF,Radius Gold Inc.,0.0767,-0.0363,-32.12,5044,20831,8114000,2024-01-17T06:18:37.043429
MGOL,"MGO Global, Inc.",0.53,-0.185,-25.87,1605000,528200,7550000,2024-01-17T06:18:37.043429
ALID,Allied Corp.,0.072,-0.022,-23.4,15193,22242,7315000,2024-01-17T06:18:37.043429
RKMSF,Rokmaster Resources Corp.,0.039,-0.0115,-22.85,4000,11241,6366000,2024-01-17T06:18:37.043429
ENTEF,ESE Entertainment Inc.,0.0721,-0.0229,-24.11,25074,20965,5844000,2024-01-17T06:18:37.043429
XCUR,"Exicure, Inc.",0.6624,-0.1726,-20.67,237506,854471,5729000,2024-01-17T06:18:37.043429
BURU,"Nuburu, Inc.",0.1384,-0.0516,-27.16,4544000,1419000,4923000,2024-01-17T06:18:37.043429
PBLA,"Panbela Therapeutics, Inc.",0.4733,-0.1567,-24.87,1456000,5689000,4548000,2024-01-17T06:18:37.043429
CNSP,"CNS Pharmaceuticals, Inc.",0.7204,-0.2146,-22.95,367898,103473,4477000,2024-01-17T06:18:37.043429
FHELF,First Helium Inc.,0.05,-0.0134,-21.14,41359,19478,4353000,2024-01-17T06:18:37.043429
WTCZF,Copper Lake Resources Ltd.,0.015,-0.005,-25.0,10015,20355,4053000,2024-01-17T06:18:37.043429
AWKNF,Awakn Life Sciences Corp.,0.1,-0.0296,-22.84,2069,47317,4892000,2024-01-17T06:18:37.043429
AULT,"Ault Alliance, Inc.",0.0532,-0.0158,-22.9,6903000,17528000,150151,2024-01-17T06:18:37.043429
NVSGF,Nevada Sunrise Metals Corporation,0.0334,-0.012,-26.35,92100,46648,3671000,2024-01-17T06:18:37.043429
SDXEF,SDX Energy plc,0.0142,-0.0357,-71.54,850,58165,10942000,2024-01-17T06:18:37.043429
BRZV,Fitvia Corp.,0.0315,-0.0105,-25.0,483831,71045,3695000,2024-01-17T06:18:37.043429
CNNC,Cannonau Corp.,0.0105,-0.0039,-27.08,484248,86734,2539000,2024-01-17T06:18:37.043429
CINGF,Coinsilium Group Limited,0.013,-0.0178,-57.72,2001,55271,2272000,2024-01-17T06:18:37.043429
NGTF,"Nightfood Holdings, Inc.",0.0178,-0.0079,-30.6,270863,126324,2265000,2024-01-17T06:18:37.043429
DSGT,DSG Global Inc.,0.0108,-0.003,-22.1,255940,215833,1691000,2024-01-17T06:18:37.043429
SCPS,Scopus BioPharma Inc.,0.0325,-0.0095,-22.62,37516,10636,1368000,2024-01-17T06:18:37.043429
CSUI,Cannabis Suisse Corp.,0.016,-0.0095,-37.25,32523,22509,740078,2024-01-17T06:18:37.043429
SFTGQ,"Shift Technologies, Inc.",0.0435,-0.0129,-22.87,261144,3408000,739456,2024-01-17T06:18:37.043429
VRCFF,Victory Battery Metals Corp.,0.028,-0.0149,-34.81,5072,12558,878483,2024-01-17T06:18:37.043429
ECPL,"EcoPlus, Inc.",0.0143,-0.0047,-24.74,2800,108802,417991,2024-01-17T06:18:37.043429
VYST,Vystar Corporation,0.0322,-0.0258,-44.48,6646,13989,416751,2024-01-17T06:18:37.043429
SHGI,"Sparx Holdings Group, Inc.",0.014,-0.004,-22.22,39200,26096,402500,2024-01-17T06:18:37.043429
XSNX,NovAccess Global Inc.,0.0163,-0.0048,-22.75,688818,203774,390474,2024-01-17T06:18:37.043429
APSI,Aqua Power Systems Inc.,0.0115,-0.0035,-23.33,80000,72517,197848,2024-01-17T06:18:37.043429
BSPK,"Bespoke Extracts, Inc.",0.0186,-0.0212,-53.27,3933,16032,189128,2024-01-17T06:18:37.043429
NOGNQ,"Nogin, Inc.",0.0147,-0.0083,-36.09,20253,1399000,165938,2024-01-17T06:18:37.043429
IVRN,Innoveren Scientific Inc.,0.0522,-0.0158,-23.24,50201,22835,37203,2024-01-17T06:18:37.043429
BIOCQ,"Biocept, Inc.",0.0116,-0.0224,-65.74,87799,251206,30593,2024-01-17T06:18:37.043429
TGVCW,TG Venture Acquisition Corp.,0.0274,-0.0238,-46.48,0,21911,0,2024-01-17T06:18:37.043429
GEMZ,Gemxx Corp.,0.026,-0.0082,-23.98,500160,54633,2600000,2024-01-17T06:18:37.043429
SVMH,SRIVARU Holding Limited,0.2493,-0.0782,-23.88,1785000,1395000,9283000,2024-01-17T06:18:37.043429
CFRXQ,ContraFect Corporation,0.031,-0.0089,-22.31,250197,135678,0,2024-01-17T06:18:37.043429
FRCIL,First Republic Bank,0.1,-0.05,-33.33,378552,133591,0,2024-01-17T06:18:37.043429
FRCML,First Republic Bank,0.1,-0.05,-33.33,5951,242933,0,2024-01-17T06:18:37.043429
OTECW,OceanTech Acquisitions I Corp.,0.05,-0.0242,-32.61,71839,15660,0,2024-01-17T06:18:37.043429
FRCKL,First Republic Bank,0.1007,-0.0493,-32.83,7435,222343,0,2024-01-17T06:18:37.043429
MCDIF,Mcdermott International Ltd.,0.165,-0.045,-21.43,331336,147346,0,2024-01-17T06:18:37.043429
FRCCL,First Republic Bank,0.1,-0.08,-44.44,15033,257403,0,2024-01-17T06:18:37.043429
FRCHL,First Republic Bank,0.1,-0.05,-33.33,6469,82245,0,2024-01-17T06:18:37.043429
FRCJL,First Republic Bank,0.1,-0.05,-33.33,2268,197562,0,2024-01-17T06:18:37.043429
SIVPQ,SVB Financial Group,0.35,-0.15,-30.0,22159,86741,0,2024-01-17T06:18:37.043429
