Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
MYBUF,Meyer Burger Technology AG,0.105,-0.0579,-35.53,1006000,32800,314701000,2024-01-18T06:19:01.029545
EGRNQ,China Evergrande Group,0.02,-0.006,-23.08,42342,35207,264086000,2024-01-18T06:19:01.029545
TSP,TuSimple Holdings Inc.,0.3791,-0.3273,-46.33,17270000,1310000,87152000,2024-01-18T06:19:01.029545
DTZZF,Dotz Nano Limited,0.105,-0.135,-56.25,158834,66281,54308000,2024-01-18T06:19:01.029545
NVAAF,Nova Minerals Limited,0.2,-0.174,-46.52,66497,18403,45158000,2024-01-18T06:19:01.029545
EVA,Enviva Inc.,0.5108,-0.2761,-35.09,4343000,2495000,38053000,2024-01-18T06:19:01.029545
PHUN,"Phunware, Inc.",0.1626,-0.2575,-61.29,509300000,30946000,29075000,2024-01-18T06:19:01.029545
CRGE,"Charge Enterprises, Inc.",0.1293,-0.0327,-20.19,14385000,9515000,27805000,2024-01-18T06:19:01.029545
XLMDF,XLMedia PLC,0.09,-0.026,-22.41,12200,14749,23958000,2024-01-18T06:19:01.029545
ARTTF,Artemis Resources Limited,0.01,-0.0055,-35.48,2000,17708,18943000,2024-01-18T06:19:01.029545
JYD,Jayud Global Logistics Limited,0.8501,-0.2999,-26.08,119019,176571,23844000,2024-01-18T06:19:01.029545
MAPPF,ProStar Holdings Inc.,0.132,-0.04,-23.26,260650,37581,17224000,2024-01-18T06:19:01.029545
MARK,"Remark Holdings, Inc.",0.4221,-0.2563,-37.78,5502000,579868,8835000,2024-01-18T06:19:01.029545
SIVBQ,SVB Financial Group,0.14,-0.05,-26.32,358805,141088,8288000,2024-01-18T06:19:01.029545
SEVCQ,Sono Group N.V.,0.072,-0.078,-52.0,607405,111428,7824000,2024-01-18T06:19:01.029545
PTRAQ,Proterra Inc.,0.0327,-0.0083,-20.24,1709000,2041000,7462000,2024-01-18T06:19:01.029545
SCYYF,Scandium International Mining Corp.,0.0184,-0.009,-32.85,15500,33506,6548000,2024-01-18T06:19:01.029545
SDCCQ,"SmileDirectClub, Inc.",0.016,-0.0138,-46.31,4985000,2259000,6442000,2024-01-18T06:19:01.029545
RHCO,Readen Holding Corp.,0.016,-0.0135,-45.76,7625,10971,5494000,2024-01-18T06:19:01.029545
MRLLF,Minera IRL Limited,0.0146,-0.0054,-27.0,57450,37009,4282000,2024-01-18T06:19:01.029545
AVRW,"Avenir Wellness Solutions, Inc.",0.0511,-0.0175,-25.51,8000,58763,3741000,2024-01-18T06:19:01.029545
CORR,"CorEnergy Infrastructure Trust, Inc.",0.19,-0.096,-33.57,120659,86576,3047000,2024-01-18T06:19:01.029545
WTCZF,Copper Lake Resources Ltd.,0.011,-0.004,-26.67,27000,20677,4005000,2024-01-18T06:19:01.029545
AULT,"Ault Alliance, Inc.",0.8937,-0.4363,-32.8,2772000,16328000,2522000,2024-01-18T06:19:01.029545
FMHS,"Farmhouse, Inc",0.1,-0.1,-50.0,5005,12983,1733000,2024-01-18T06:19:01.029545
JUBAF,Majuba Hill Copper Corp.,0.0301,-0.0089,-22.82,167155,48258,1651000,2024-01-18T06:19:01.029545
WDFCF,K9 Gold Corp.,0.0149,-0.0038,-20.32,20100,29243,1670000,2024-01-18T06:19:01.029545
WSRC,Western Sierra Resource Corporation,0.0164,-0.0076,-31.67,1437000,424399,2663000,2024-01-18T06:19:01.029545
MKULQ,"Molekule Group, Inc.",0.03,-0.02,-40.0,225291,298853,1040000,2024-01-18T06:19:01.029545
SRAX,"SRAX, Inc.",0.03,-0.01,-25.0,100,24755,883164,2024-01-18T06:19:01.029545
IMPM,"Impac Mortgage Holdings, Inc.",0.0228,-0.0062,-21.48,471,69488,832673,2024-01-18T06:19:01.029545
MYCOF,Mydecine Innovations Group Inc.,0.0113,-0.0072,-38.92,170903,21673,779152,2024-01-18T06:19:01.029545
COMCF,Canada One Mining Corp.,0.0104,-0.0036,-25.71,523166,83644,506652,2024-01-18T06:19:01.029545
MEDVF,Medivolve Inc.,0.012,-0.0049,-28.99,2400,18519,402158,2024-01-18T06:19:01.029545
BABL,Buildablock Corp.,0.0109,-0.004,-26.85,40750,54007,435670,2024-01-18T06:19:01.029545
MFLTY,Missfresh Limited,0.029,-0.019,-39.58,37064,31298,236147,2024-01-18T06:19:01.029545
KSPN,Kaspien Holdings Inc.,0.0188,-0.0064,-25.37,2756,24466,93282,2024-01-18T06:19:01.029545
BMXC,Bemax Inc.,0.023,-0.0085,-26.98,141250,46229,13706,2024-01-18T06:19:01.029545
BRDSQ,"Bird Global, Inc.",0.04,-0.0117,-22.61,102063,278836,632596,2024-01-18T06:19:01.029545
FRCIL,First Republic Bank,0.058,-0.042,-42.0,2702,133473,0,2024-01-18T06:19:01.029545
FRCLL,First Republic Bank,0.07,-0.03,-30.0,1400,144010,0,2024-01-18T06:19:01.029545
CNCOF,CORE NICKEL CORP,0.051,-0.0181,-26.19,6840,18532,2038000,2024-01-18T06:19:01.029545
FRCML,First Republic Bank,0.075,-0.025,-25.0,34998,243398,0,2024-01-18T06:19:01.029545
UNRVD,"Blum Holdings, Inc.",0.595,-1.145,-65.8,10565,11369,0,2024-01-18T06:19:01.029545
AUDAQ,"Audacy, Inc.",0.063,-0.0355,-36.04,123497,35519,297964,2024-01-18T06:19:01.029545
FTCHF,Farfetch Limited,0.0411,-0.0229,-35.78,8792000,22423000,16254000,2024-01-18T06:19:01.029545
RNAC,"Cartesian Therapeutics, Inc.",0.7198,-0.2602,-26.55,1493000,927791,116556000,2024-01-18T06:19:01.029545
FRCJL,First Republic Bank,0.07,-0.03,-30.0,6107,197644,0,2024-01-18T06:19:01.029545
FRCHL,First Republic Bank,0.0501,-0.0499,-49.9,390,82242,0,2024-01-18T06:19:01.029545
DTLAP,Brookfield DTLA Fund Office Trust Investor Inc.,0.04,-0.02,-33.33,10140,40790,0,2024-01-18T06:19:01.029545
