Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
WXXWY,WuXi Biologics (Cayman) Inc.,4.22,-1.18,-21.85,3546000,174251,9040000000,2024-02-03T06:16:03.128625
DELHY,Delivery Hero SE,1.78,-0.54,-23.28,247654,99783,6130000000,2024-02-03T06:16:03.128625
FGEN,"FibroGen, Inc.",1.86,-0.51,-21.52,8979000,2473000,182913000,2024-02-03T06:16:03.128625
ONMD,OneMedNet Corporation,1.2,-0.47,-28.14,1151000,1981000,38716000,2024-02-03T06:16:03.128625
NUBI,Nubia Brand International Corp.,4.53,-1.23,-21.35,67708,86368,32302000,2024-02-03T06:16:03.128625
DMAQ,Deep Medicine Acquisition Corp.,2.96,-5.43,-64.72,73881,30623,12900000,2024-02-03T06:16:03.128625
MDVL,"MedAvail Holdings, Inc.",1.8001,-1.3399,-42.67,140804,16008,2905000,2024-02-03T06:16:03.128625
CING,Cingulate Inc.,1.33,-2.03,-60.42,2968000,1601000,1929000,2024-02-03T06:16:03.128625
GRI,"GRI Bio, Inc.",1.44,-0.51,-26.15,4403000,508726,929859,2024-02-03T06:16:03.128625
GRDI,Griid Infrastructure Inc.,1.9996,-2.0504,-50.63,267885,38783,0,2024-02-03T06:16:03.128625
