Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
FSR,Fisker Inc.,0.4825,-0.2457,-33.74,354849000,38625000,284257000,2024-03-02T06:18:27.851527
CYDY,CytoDyn Inc.,0.2025,-0.055,-21.36,8219000,3547000,199677000,2024-03-02T06:18:27.851527
EGRNQ,China Evergrande Group,0.0151,-0.0149,-49.67,775432,126578,199385000,2024-03-02T06:18:27.851527
BBUZ,Bebuzee Inc.,0.067,-0.034,-33.66,88922,21955,47670000,2024-03-02T06:18:27.851527
DMTK,"DermTech, Inc.",0.87,-0.41,-32.03,2746000,437288,30036000,2024-03-02T06:18:27.851527
DCFC,Tritium DCFC Limited,0.0997,-0.0423,-29.79,10265000,3977000,16853000,2024-03-02T06:18:27.851527
GXXY,"Galexxy Holdings, Inc.",0.0471,-0.0139,-22.74,10783,28192,11308000,2024-03-02T06:18:27.851527
LCCN,LeapCharger Corporation,0.31,-0.12,-27.91,2277,166104,10912000,2024-03-02T06:18:27.851527
SRNEQ,"Sorrento Therapeutics, Inc.",0.02,-0.007,-25.93,199314,2767000,11026000,2024-03-02T06:18:27.851527
EGTYF,Eguana Technologies Inc.,0.0115,-0.0045,-28.13,17550,88276,5163000,2024-03-02T06:18:27.851527
VDTAF,Vendetta Mining Corp.,0.013,-0.004,-23.53,345,12425,5952000,2024-03-02T06:18:27.851527
RFHRF,Renforth Resources Inc.,0.0112,-0.0028,-20.0,59700,30945,4825000,2024-03-02T06:18:27.851527
WEWKQ,WeWork Inc.,0.07,-0.09,-56.25,19851,65855,3693000,2024-03-02T06:18:27.851527
AIGFF,Genesis AI Corp.,0.0579,-0.0165,-22.16,24366,55574,3941000,2024-03-02T06:18:27.851527
LOMEF,Lithium One Metals Inc.,0.0218,-0.0082,-27.33,6914,19823,1787000,2024-03-02T06:18:27.851527
NDEV,Novus Acquisition & Development Corp.,0.0171,-0.0054,-24.0,2200,19733,1843000,2024-03-02T06:18:27.851527
RADCQ,Rite Aid Corporation,0.03,-0.05,-62.5,12628,447996,1701000,2024-03-02T06:18:27.851527
REYGF,Reyna Gold Corp.,0.022,-0.0063,-22.26,20200,27094,1730000,2024-03-02T06:18:27.851527
CNCOF,CORE NICKEL CORP,0.0331,-0.0187,-36.1,3097,22728,1105000,2024-03-02T06:18:27.851527
CORR,"CorEnergy Infrastructure Trust, Inc.",0.0198,-0.223,-91.85,3601000,145796,1289000,2024-03-02T06:18:27.851527
VLCN,"Volcon, Inc.",0.98,-0.35,-26.32,13813000,3198000,1176000,2024-03-02T06:18:27.851527
LIGA,"LIG Assets, Inc.",0.023,-0.0066,-22.3,43009,46120,1080000,2024-03-02T06:18:27.851527
SOFO,"Sonic Foundry, Inc.",0.07,-0.0225,-24.32,116199,29070,849758,2024-03-02T06:18:27.851527
STRG,"Starguide Group, Inc.",0.146,-0.054,-27.0,28818,11168,418728,2024-03-02T06:18:27.851527
ECPL,"EcoPlus, Inc.",0.0141,-0.0059,-29.5,312810,64530,412145,2024-03-02T06:18:27.851527
MSAH,"Man Shing Agricultural Holdings, Inc.",0.0245,-0.0432,-63.81,14500,28198,340721,2024-03-02T06:18:27.851527
FLES,"Auto Parts 4Less Group, Inc.",0.029,-0.0129,-30.79,659581,375591,256515,2024-03-02T06:18:27.851527
TPIA,"Mycotopia Therapies, Inc.",0.016,-0.006,-27.27,5000,15948,238348,2024-03-02T06:18:27.851527
KAST,"Kasten, Inc.",0.0119,-0.0061,-33.89,1000,37391,343756,2024-03-02T06:18:27.851527
HCDIQ,"Harbor Custom Development, Inc.",0.045,-0.0166,-26.99,729,273241,104819,2024-03-02T06:18:27.851527
AMFL,"American Films, Inc.",0.18,-0.0545,-23.24,2000,10478,18009,2024-03-02T06:18:27.851527
OSAAW,"ProSomnus, Inc.",0.0201,0.0,0.0,57500,19071,0,2024-03-02T06:18:27.851527
NSTGQ,"NanoString Technologies, Inc.",0.09,-0.0299,-24.94,1770000,18288000,0,2024-03-02T06:18:27.851527
STMHD,"Stem Holdings, Inc.",0.1401,-0.2999,-68.16,2620,21801,0,2024-03-02T06:18:27.851527
GMBLP,"Esports Entertainment Group, Inc.",0.2437,-0.0823,-25.25,7347,17281,0,2024-03-02T06:18:27.851527
