Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
SPTJF,Sinopec Shanghai Petrochemical Company Limited,0.05,-0.05,-50.0,7000,13168,3035000000,2024-01-23T06:19:03.828676
MTRBF,Metro Bank Holdings PLC,0.4011,-0.1369,-25.45,1000,18240,326974000,2024-01-23T06:19:03.828676
FBRKF,FBR Limited,0.024,-0.0079,-24.76,205676,41336,95398000,2024-01-23T06:19:03.828676
ARYMF,Argosy Minerals Limited,0.0616,-0.0184,-23.0,42000,19143,86512000,2024-01-23T06:19:03.828676
HWAL,"Hollywall Entertainment, Inc.",0.0432,-0.0168,-27.92,64100,27665,94714000,2024-01-23T06:19:03.828676
ECAOF,Eco (Atlantic) Oil & Gas Ltd.,0.11,-0.0398,-26.57,13300,27366,49592000,2024-01-23T06:19:03.828676
CETY,"Clean Energy Technologies, Inc.",0.9598,-0.3302,-25.6,214647,14715,37588000,2024-01-23T06:19:03.828676
EWCLF,Energy World Corporation Ltd,0.01,-0.0075,-42.86,450,28870,38577000,2024-01-23T06:19:03.828676
INXDF,"The INX Digital Company, Inc.",0.14,-0.04,-22.19,19425,12075,37451000,2024-01-23T06:19:03.828676
CWSFF,Cielo Waste Solutions Corp.,0.016,-0.0088,-35.48,9663,50685,31623000,2024-01-23T06:19:03.828676
RQHTF,Reliq Health Technologies Inc.,0.0945,-0.0637,-40.27,153878,87408,34722000,2024-01-23T06:19:03.828676
PSUD,"PetroSun, Inc.",0.033,-0.0105,-24.14,93002,56483,20518000,2024-01-23T06:19:03.828676
LEEEF,Leef Brands Inc.,0.0145,-0.0045,-23.68,471066,126596,17339000,2024-01-23T06:19:03.828676
FTCHF,Farfetch Limited,0.041,-0.014,-25.45,3470000,22139000,16214000,2024-01-23T06:19:03.828676
SRNEQ,"Sorrento Therapeutics, Inc.",0.025,-0.0175,-41.18,336491,3512000,13782000,2024-01-23T06:19:03.828676
MLMLF,McFarlane Lake Mining Limited,0.0665,-0.0335,-33.5,312000,50221,13254000,2024-01-23T06:19:03.828676
MZZMF,Matador Mining Limited,0.02,-0.0074,-27.01,95000,103111,12455000,2024-01-23T06:19:03.828676
KAVL,"Kaival Brands Innovations Group, Inc.",0.144,-0.0434,-23.16,715558,502135,8447000,2024-01-23T06:19:03.828676
BCCEF,BacTech Environmental Corporation,0.0404,-0.0111,-21.48,173015,15025,8277000,2024-01-23T06:19:03.828676
SALM,"Salem Media Group, Inc.",0.265,-0.075,-22.06,1293000,210716,7212000,2024-01-23T06:19:03.828676
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",0.4041,-0.119,-22.75,994534,153638,6465000,2024-01-23T06:19:03.828676
SONX,"Sonendo, Inc.",0.1136,-0.0338,-22.93,1489000,1011000,6166000,2024-01-23T06:19:03.828676
LGIQ,"Logiq, Inc.",0.0375,-0.0104,-21.82,173273,352933,5505000,2024-01-23T06:19:03.828676
SIVBQ,SVB Financial Group,0.09,-0.03,-25.0,83725,145438,5328000,2024-01-23T06:19:03.828676
IPIX,Innovation Pharmaceuticals Inc.,0.01,-0.0026,-20.63,348114,772786,5183000,2024-01-23T06:19:03.828676
RFHRF,Renforth Resources Inc.,0.0146,-0.0039,-21.08,46350,45455,4875000,2024-01-23T06:19:03.828676
KLSVF,Klondike Silver Corp.,0.015,-0.005,-25.0,459447,35896,6064000,2024-01-23T06:19:03.828676
SNPX,"Synaptogenix, Inc.",0.193,-0.049,-20.25,2713000,375133,3935000,2024-01-23T06:19:03.828676
GRMC,Goldrich Mining Company,0.02,-0.01,-33.33,1105,26482,3931000,2024-01-23T06:19:03.828676
HYHDF,Sixty Six Capital Inc.,0.023,-0.006,-20.69,250,19392,3214000,2024-01-23T06:19:03.828676
CORR,"CorEnergy Infrastructure Trust, Inc.",0.22,-0.0814,-27.01,26445,104005,3528000,2024-01-23T06:19:03.828676
ETUGF,E2Gold Inc.,0.0168,-0.0062,-27.17,235000,93929,3682000,2024-01-23T06:19:03.828676
LOBEF,Lobe Sciences Ltd.,0.0145,-0.004,-21.62,5000,49145,3009000,2024-01-23T06:19:03.828676
HAPBF,"Hapbee Technologies, Inc.",0.0254,-0.0071,-21.85,41121,24438,2920000,2024-01-23T06:19:03.828676
DDNFF,Adamera Minerals Corp.,0.011,-0.0038,-25.68,50100,77105,2631000,2024-01-23T06:19:03.828676
CNNC,Cannonau Corp.,0.01,-0.004,-28.57,1140,86691,2418000,2024-01-23T06:19:03.828676
NIMU,"Non-Invasive Monitoring Systems, Inc.",0.011,-0.0105,-48.84,51860,11185,3328000,2024-01-23T06:19:03.828676
CVHL,"CV Holdings, Inc.",0.0267,-0.0131,-32.91,66100,11313,2475000,2024-01-23T06:19:03.828676
BDRL,"Blonder Tongue Laboratories, Inc.",0.091,-0.029,-24.17,3426,21080,1310000,2024-01-23T06:19:03.828676
FMHS,"Farmhouse, Inc",0.0718,-0.0782,-52.13,20000,12947,1244000,2024-01-23T06:19:03.828676
ODII,"Odyssey Semiconductor Technologies, Inc.",0.074,-0.075,-50.34,600,17729,941790,2024-01-23T06:19:03.828676
FBSE,"Fastbase, Inc.",0.014,-0.006,-30.0,100,10768,905275,2024-01-23T06:19:03.828676
SAML,"Samsara Luggage, Inc.",0.032,-0.013,-28.89,1622000,425081,371916,2024-01-23T06:19:03.828676
EVFM,"Evofem Biosciences, Inc.",0.0302,-0.0091,-23.06,1596000,550421,324052,2024-01-23T06:19:03.828676
LQWC,LifeQuest World Corporation,0.0151,-0.0059,-28.1,6073,43109,301184,2024-01-23T06:19:03.828676
BBIG,"Vinco Ventures, Inc.",0.01,-0.01,-50.0,169258,29814,130000,2024-01-23T06:19:03.828676
FZRO,CS Diagnostics Corp.,0.19,-0.06,-24.0,1370,10431,51409,2024-01-23T06:19:03.828676
BMXC,Bemax Inc.,0.02,-0.01,-33.33,10000,47595,11919,2024-01-23T06:19:03.828676
