Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
SPTJF,Sinopec Shanghai Petrochemical Company Limited,0.1025,-0.0325,-24.07,14200,15303,3244000000,2024-03-15T06:17:59.235048
NUKKW,Nukkleus Inc.,0.0452,-0.0158,-25.9,25871,21931,496237000,2024-03-15T06:17:59.235048
FSR,Fisker Inc.,0.1549,-0.1674,-51.94,311295000,60370000,91257000,2024-03-15T06:17:59.235048
ELRRF,Eloro Resources Ltd.,0.8978,-0.2422,-21.25,84522,36180,68996000,2024-03-15T06:17:59.235048
HLTH,Cue Health Inc.,0.22,-0.07,-24.14,1504000,1140000,34874000,2024-03-15T06:17:59.235048
SPRB,"Spruce Biosciences, Inc.",0.8106,-4.3794,-84.38,24921000,843108,33259000,2024-03-15T06:17:59.235048
EMHLF,European Metals Holdings Limited,0.1539,-0.0461,-23.05,1500,13868,36474000,2024-03-15T06:17:59.235048
ECDA,"ECD Automotive Design, Inc.",0.85,-0.22,-20.56,83109,177865,27115000,2024-03-15T06:17:59.235048
LPTV,"Loop Media, Inc.",0.3724,-0.1357,-26.71,169145,107206,26385000,2024-03-15T06:17:59.235048
TCON,"TRACON Pharmaceuticals, Inc.",0.4376,-0.1934,-30.65,20416000,2974000,19913000,2024-03-15T06:17:59.235048
MMSDF,Macarthur Minerals Limited,0.072,-0.0187,-20.62,151000,41420,13777000,2024-03-15T06:17:59.235048
RKHNF,Rockhaven Resources Ltd.,0.032,-0.018,-36.0,10000,16996,12302000,2024-03-15T06:17:59.235048
RAYA,Erayak Power Solution Group Inc.,0.7497,-0.1903,-20.24,306345,243410,8996000,2024-03-15T06:17:59.235048
SRNEQ,"Sorrento Therapeutics, Inc.",0.014,-0.004,-22.22,142684,2442000,7718000,2024-03-15T06:17:59.235048
APDN,"Applied DNA Sciences, Inc.",0.372,-0.1116,-23.08,456725,89691,6316000,2024-03-15T06:17:59.235048
IPIX,Innovation Pharmaceuticals Inc.,0.0132,-0.0038,-22.06,1583000,910794,6868000,2024-03-15T06:17:59.235048
JTAI,Jet.AI Inc.,0.6611,-0.1889,-22.22,594635,677401,6507000,2024-03-15T06:17:59.235048
CMXC,Cell MedX Corp.,0.021,-0.009,-30.0,300,41765,6189000,2024-03-15T06:17:59.235048
LVRLF,CordovaCann Corp.,0.052,-0.0311,-37.42,382229,47850,5694000,2024-03-15T06:17:59.235048
RFLXF,Reflex Advanced Materials Corp.,0.0907,-0.0343,-27.44,15360,24194,5640000,2024-03-15T06:17:59.235048
USDP,USD Partners LP,0.1501,-0.095,-38.76,157307,59746,5070000,2024-03-15T06:17:59.235048
NSTG,"NanoString Technologies, Inc.",0.1053,-0.063,-37.43,21428000,17905000,5067000,2024-03-15T06:17:59.235048
CURO,CURO Group Holdings Corp.,0.1111,-0.0386,-25.78,952802,908981,4588000,2024-03-15T06:17:59.235048
CRGE,"Charge Enterprises, Inc.",0.021,-0.0094,-30.92,4897000,25540000,4516000,2024-03-15T06:17:59.235048
GLFH,"Galenfeha, Inc.",0.0225,-0.0204,-47.6,162250,16188,7196000,2024-03-15T06:17:59.235048
SGPTF,Sage Potash Corp.,0.0611,-0.0192,-23.86,2000,22142,3308000,2024-03-15T06:17:59.235048
ISPC,iSpecimen Inc.,0.3599,-0.1001,-21.76,183127,42076,3271000,2024-03-15T06:17:59.235048
SOLCF,SOL Global Investments Corp.,0.055,-0.0156,-22.1,93404,35478,3234000,2024-03-15T06:17:59.235048
GMER,"Good Gaming, Inc.",0.0201,-0.0079,-28.27,841596,280648,2378000,2024-03-15T06:17:59.235048
BTTX,"Better Therapeutics, Inc.",0.035,-0.169,-82.84,42575000,3101000,1908000,2024-03-15T06:17:59.235048
EVLLF,EnviroMetal Technologies Inc.,0.0145,-0.0055,-27.5,162237,38303,1603000,2024-03-15T06:17:59.235048
CLGCF,Clarity Metals Corp.,0.0248,-0.0071,-22.26,35720,16678,1368000,2024-03-15T06:17:59.235048
GORAF,Goldrea Resources Corp.,0.011,-0.004,-26.67,5000,11769,949778,2024-03-15T06:17:59.235048
JKSM,Jacksam Corporation,0.0112,-0.0044,-28.21,20000,24198,908194,2024-03-15T06:17:59.235048
ANDR,Andrea Electronics Corporation,0.0129,-0.0035,-21.29,15848,19358,878554,2024-03-15T06:17:59.235048
DREM,Dream Homes & Development Corporation,0.0206,-0.0073,-26.11,950,10224,832538,2024-03-15T06:17:59.235048
FBSE,"Fastbase, Inc.",0.0843,-0.0307,-26.66,75999,22938,905228,2024-03-15T06:17:59.235048
VSSYW,Versus Systems Inc.,0.0315,-0.0154,-32.84,6623,26871,0,2024-03-15T06:17:59.235048
FRCKL,First Republic Bank,0.0101,-0.0099,-49.5,4118,215385,0,2024-03-15T06:17:59.235048
NTMFF,Neotech Metals Corp.,0.26,-0.14,-35.0,3963,92177,0,2024-03-15T06:17:59.235048
SIVPQ,SVB Financial Group,0.2,-0.07,-25.93,102179,90592,0,2024-03-15T06:17:59.235048
MHRE,Mesa Home Resources Inc.,0.02,-0.0052,-20.63,6365,31958,0,2024-03-15T06:17:59.235048
