Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
AGEN,Agenus Inc.,0.6538,-0.2741,-29.54,44052000,10854000,249421000,2024-02-16T06:17:09.589174
WLMTF,Wuling Motors Holdings Limited,0.0369,-0.0149,-28.76,21000,15962,130773000,2024-02-16T06:17:09.589174
QMCO,Quantum Corporation,0.4901,-0.192,-28.15,2422000,559820,46579000,2024-02-16T06:17:09.589174
RNLX,Renalytix Plc,0.7853,-0.4247,-35.1,2235000,1314000,57235000,2024-02-16T06:17:09.589174
FCUV,Focus Universal Inc.,0.524,-0.136,-20.61,675381,62240,33967000,2024-02-16T06:17:09.589174
CETY,"Clean Energy Technologies, Inc.",0.7316,-0.3484,-32.26,1460000,700906,28666000,2024-02-16T06:17:09.589174
UPXI,"Upexi, Inc.",0.97,-0.41,-29.71,689249,90695,19698000,2024-02-16T06:17:09.589174
BFX,BowFlex Inc.,0.407,-0.116,-22.18,1823000,219401,14799000,2024-02-16T06:17:09.589174
ELWS,"Earlyworks Co., Ltd",0.93,-0.38,-29.01,2272000,1295000,13987000,2024-02-16T06:17:09.589174
TVIPF,TVI Pacific Inc.,0.0128,-0.0065,-33.68,22300,12447,10762000,2024-02-16T06:17:09.589174
TGL,Treasure Global Inc.,0.0865,-0.0723,-45.53,27440000,6955000,5989000,2024-02-16T06:17:09.589174
DROR,"Dror Ortho-Design, Inc.",0.011,-0.0083,-43.01,127176,24671,5450000,2024-02-16T06:17:09.589174
TBRIF,Therma Bright Inc.,0.0146,-0.004,-21.51,450004,47201,4666000,2024-02-16T06:17:09.589174
GMVDF,G Medical Innovations Holdings Ltd,0.015,-0.005,-25.0,30649,53225,3899000,2024-02-16T06:17:09.589174
KCRD,"Kindcard, Inc.",0.037,-0.011,-22.92,130330,37915,3632000,2024-02-16T06:17:09.589174
GLFH,"Galenfeha, Inc.",0.029,-0.031,-51.67,29999,17481,7196000,2024-02-16T06:17:09.589174
SUNW,"Sunworks, Inc.",0.06,-0.0408,-40.48,31501000,15119000,3407000,2024-02-16T06:17:09.589174
VFRM,"Veritas Farms, Inc.",0.02,-0.0077,-27.8,32503,11686,3278000,2024-02-16T06:17:09.589174
CYAN,Cyanotech Corporation,0.4534,-0.1316,-22.5,291291,14745,3122000,2024-02-16T06:17:09.589174
GRMC,Goldrich Mining Company,0.0123,-0.0087,-41.43,349466,26084,2418000,2024-02-16T06:17:09.589174
NRHI,Natural Resource Holdings Inc.,0.4,-0.74,-64.91,3376,28519,2284000,2024-02-16T06:17:09.589174
THCBF,THC Biomed Intl Ltd.,0.0121,-0.0039,-24.06,10336,19406,2422000,2024-02-16T06:17:09.589174
TRYPF,Tryp Therapeutics Inc.,0.0138,-0.0195,-58.56,180850,40505,2848000,2024-02-16T06:17:09.589174
XBRAF,Xebra Brands Ltd.,0.021,-0.007,-25.0,264,12386,1208000,2024-02-16T06:17:09.589174
FRBK,"Republic First Bancorp, Inc.",0.0226,-0.0074,-24.67,3001,103105,1591000,2024-02-16T06:17:09.589174
AJOY,Ayujoy Herbals Ltd.,0.023,-0.0089,-27.9,20000,21546,1429000,2024-02-16T06:17:09.589174
BXRX,"Baudax Bio, Inc.",0.0222,-0.0058,-20.71,2508000,525113,967766,2024-02-16T06:17:09.589174
BLIS,"Treasure & Shipwreck Recovery, Inc.",0.0117,-0.0043,-26.88,882567,374976,641204,2024-02-16T06:17:09.589174
GEMSF,Infinity Stone Ventures Corp.,0.0114,-0.0036,-24.0,2350,103169,657417,2024-02-16T06:17:09.589174
MEDVF,Medivolve Inc.,0.015,-0.008,-34.96,20000,17618,404207,2024-02-16T06:17:09.589174
CNBX,CNBX Pharmaceuticals Inc.,0.0125,-0.0055,-30.56,591762,270150,388892,2024-02-16T06:17:09.589174
HCDIQ,"Harbor Custom Development, Inc.",0.063,-0.0218,-25.68,3460,1665000,146747,2024-02-16T06:17:09.589174
FZRO,CS Diagnostics Corp.,0.15,-0.05,-25.0,300,10330,40586,2024-02-16T06:17:09.589174
BFCH,"BitFrontier Capital Holdings, Inc.",0.013,-0.0068,-34.34,1742000,702526,1795,2024-02-16T06:17:09.589174
NTMFF,Neotech Metals Corp.,0.32,-0.13,-28.89,10254,169130,0,2024-02-16T06:17:09.589174
RFMCD,Refined Metals Corp,0.0469,-0.1131,-70.69,1556,11746,0,2024-02-16T06:17:09.589174
