Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
EB,"Eventbrite, Inc.",5.8,-2.52,-30.29,9861000,1157000,583613000,2024-02-29T06:17:49.183611
DDD,3D Systems Corporation,4.02,-1.21,-23.14,8562000,1733000,537148000,2024-02-29T06:17:49.183611
NVAX,"Novavax, Inc.",4.41,-1.61,-26.74,31239000,8820000,523864000,2024-02-29T06:17:49.183611
RYAM,Rayonier Advanced Materials Inc.,3.42,-0.92,-21.2,1756000,507308,223474000,2024-02-29T06:17:49.183611
INGN,"Inogen, Inc.",6.29,-3.05,-32.66,2831000,572640,146606000,2024-02-29T06:17:49.183611
VTNR,"Vertex Energy, Inc.",1.275,-0.405,-24.11,8072000,3198000,119231000,2024-02-29T06:17:49.183611
OCEA,"Ocean Biomedical, Inc.",1.54,-0.42,-21.43,3270000,3706000,52494000,2024-02-29T06:17:49.183611
AMBO,Ambow Education Holding Ltd.,1.71,-0.52,-23.32,57407,160622,48502000,2024-02-29T06:17:49.183611
CUTR,"Cutera, Inc.",1.97,-0.67,-25.38,3109000,1841000,39430000,2024-02-29T06:17:49.183611
IFBD,"Infobird Co., Ltd",1.005,-0.275,-21.48,7769000,2356000,10771000,2024-02-29T06:17:49.183611
OGEN,"Oragenics, Inc.",1.42,-1.03,-42.04,1585000,38026,4375000,2024-02-29T06:17:49.183611
MDVLQ,"MedAvail Holdings, Inc.",1.38,-0.42,-23.33,337,135340,0,2024-02-29T06:17:49.183611
