Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
CPYYF,Centrica plc,1.88,0.185,10.91,489,14283,11208000000,2024-01-08T20:16:40.433762
ARDX,"Ardelyx, Inc.",8.14,1.98,32.14,21457000,6661000,1890000000,2024-01-08T20:16:40.433762
BITF,Bitfarms Ltd.,2.9982,0.2782,10.23,30474000,22475000,967705000,2024-01-08T20:16:40.433762
ACIU,AC Immune SA,4.74,0.46,10.75,244599,100900,468319000,2024-01-08T20:16:40.433762
AIRS,"AirSculpt Technologies, Inc.",8.15,0.79,10.73,28975,84545,467449000,2024-01-08T20:16:40.433762
IVVD,"Invivyd, Inc.",4.14,0.37,9.81,542732,1376000,455876000,2024-01-08T20:16:40.433762
STTK,"Shattuck Labs, Inc.",9.56,1.3,15.73,619732,1576000,406374000,2024-01-08T20:16:40.433762
YRD,Yiren Digital Ltd.,4.355,0.445,11.38,244840,95117,385910000,2024-01-08T20:16:40.433762
ABSI,Absci Corporation,4.055,0.435,12.02,1179000,801112,376866000,2024-01-08T20:16:40.433762
BBAI,"BigBear.ai Holdings, Inc.",2.1897,0.2497,12.87,3692000,2101000,343380000,2024-01-08T20:16:40.433762
PRCH,"Porch Group, Inc.",3.24,0.48,17.39,2235000,1620000,320354000,2024-01-08T20:16:40.433762
ETON,"Eton Pharmaceuticals, Inc.",4.96,0.62,14.29,158381,84479,127266000,2024-01-08T20:16:40.433762
CRVS,"Corvus Pharmaceuticals, Inc.",2.27,0.21,10.19,259814,217741,111318000,2024-01-08T20:16:40.433762
CDIO,"Cardio Diagnostics Holdings, Inc.",2.565,0.265,11.52,2268000,14774000,52626000,2024-01-08T20:16:40.433762
NERV,"Minerva Neurosciences, Inc.",7.16,0.96,15.48,62858,22950,50073000,2024-01-08T20:16:40.433762
CLRB,"Cellectar Biosciences, Inc.",3.255,0.545,20.11,29667000,319348,39998000,2024-01-08T20:16:40.433762
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",7.32,1.2,19.61,70538,16845,32381000,2024-01-08T20:16:40.433762
FTFT,Future FinTech Group Inc.,1.4801,0.0601,4.23,208536,115925,22120000,2024-01-08T20:16:40.433762
APTO,Aptose Biosciences Inc.,2.46,0.25,11.31,43511,55488,19593000,2024-01-08T20:16:40.433762
ACON,"Aclarion, Inc.",3.605,0.545,17.81,25302000,1381000,2123000,2024-01-08T20:16:40.433762
