Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
PTPIF,PT. Chandra Asri Petrochemical Tbk,0.28,0.085,43.59,5000,626,34755000000,2023-12-09T01:46:10.838626
TCPFF,True Corporation Public Company Limited,0.1592,0.0192,13.71,132,949,6672000000,2023-12-09T01:46:10.838626
IPDQF,ImpediMed Limited,0.092,0.017,22.67,30000,26919,219497000,2023-12-09T01:46:10.838626
ALGEF,Alligator Energy Limited,0.04,0.007,21.21,126000,80003,165618000,2023-12-09T01:46:10.838626
WONDF,WonderFi Technologies Inc.,0.1913,0.0184,10.64,623817,234894,124266000,2023-12-09T01:46:10.838626
DEFTF,DeFi Technologies Inc.,0.3877,0.0554,16.67,263827,100208,102435000,2023-12-09T01:46:10.838626
ARBKF,Argo Blockchain plc,0.1825,0.0295,19.28,110491,44269,97697000,2023-12-09T01:46:10.838626
WEGYF,Westbridge Renewable Energy Corp.,0.8289,0.0789,10.52,5000,22084,84122000,2023-12-09T01:46:10.838626
ACOGF,Alpha Cognition Inc.,0.5265,0.2659,102.03,586739,25432,65461000,2023-12-09T01:46:10.838626
RVIV,Reviv3 Procare Company,0.48,0.05,11.63,40803,20700,56197000,2023-12-09T01:46:10.838626
PNPL,"Pineapple, Inc.",0.21,0.0203,10.7,428,1434,52654000,2023-12-09T01:46:10.838626
SNVFF,Sonoro Energy Ltd.,0.14,0.0529,60.73,2000,1081,27228000,2023-12-09T01:46:10.838626
IFUS,"Impact Fusion International, Inc.",0.0692,0.0193,38.68,1670000,1095000,36615000,2023-12-09T01:46:10.838626
MMTIF,Micromem Technologies Inc.,0.0666,0.0076,12.88,533202,223388,33821000,2023-12-09T01:46:10.838626
INIS,International Isotopes Inc.,0.055,0.0064,13.26,20000,24298,28588000,2023-12-09T01:46:10.838626
ETST,"Earth Science Tech, Inc.",0.08,0.02,33.33,4185,71346,25191000,2023-12-09T01:46:10.838626
RSASF,RESAAS Services Inc.,0.2608,0.0408,18.55,2872,11426,22645000,2023-12-09T01:46:10.838626
GAYMF,Galway Metals Inc.,0.2694,0.0302,12.63,26866,18333,20481000,2023-12-09T01:46:10.838626
ELMSQ,"Electric Last Mile Solutions, Inc.",0.1001,0.018,21.92,96836,55273,21171000,2023-12-09T01:46:10.838626
GXUSF,Guardian Exploration Inc.,0.12,0.06,100.0,5000,1127,24501000,2023-12-09T01:46:10.838626
GMVMF,GMV Minerals Inc.,0.1934,0.0194,11.15,122832,50501,16701000,2023-12-09T01:46:10.838626
TCRI,"TechCom, Inc.",0.19,0.04,26.67,32800,29731,12348000,2023-12-09T01:46:10.838626
ABCP,AmBase Corporation,0.25,0.05,25.0,73040,9807,10184000,2023-12-09T01:46:10.838626
RTMFF,RT Minerals Corp,0.0333,0.0323,0.0,5205,151,10071000,2023-12-09T01:46:10.838626
TNRG,Thunder Energies Corporation,0.0705,0.0363,106.14,800,3498,7872000,2023-12-09T01:46:10.838626
TNRG,Thunder Energies Corporation,0.0705,0.0363,106.14,800,3498,7872000,2023-12-09T01:46:10.838626
FDCT,"FDCTech, Inc.",0.0205,0.006,41.38,1545000,407587,6838000,2023-12-09T01:46:10.838626
GRHI,"Gold Rock Holdings, Inc.",0.029,0.009,45.0,300450,131088,6701000,2023-12-09T01:46:10.838626
IONI,I-ON Digital Corp.,0.24,0.04,20.0,11750,14887,6578000,2023-12-09T01:46:10.838626
QURT,"Quarta-Rad, Inc.",0.4124,0.1624,64.96,4550,943,6464000,2023-12-09T01:46:10.838626
MOTNF,Powertap Hydrogen Capital Corp.,0.24,0.035,17.07,7062,3646,6304000,2023-12-09T01:46:10.838626
DZCA,"DrazCanna, Inc.",0.53,0.12,29.27,765,17192,4671000,2023-12-09T01:46:10.838626
ARTM,"American Nortel Communications, Inc.",0.039,0.0045,13.04,25100,36218,2547000,2023-12-09T01:46:10.838626
TZPC,ThermaFreeze Products Corporation,0.055,0.025,83.33,2000,28528,2344000,2023-12-09T01:46:10.838626
JKSM,Jacksam Corporation,0.0249,0.0049,24.5,5000,66950,2019000,2023-12-09T01:46:10.838626
TKVR,"Zhejiang Dashang Media Co., Ltd.",0.2149,0.0547,34.15,1415,27444,155292,2023-12-09T01:46:10.838626
SYSX,"Sysorex, Inc.",0.027,0.004,17.39,21000,75000,67080000,2023-12-09T01:46:10.838626
GSDT,GSDT Fintech Group Inc.,0.0194,0.0029,17.58,5126,19314,0,2023-12-09T01:46:10.838626
MNRLD,Badlands Resources Inc.,0.37,0.0348,10.38,1335,8663,0,2023-12-09T01:46:10.838626
CPPMF,COPPERNICO METALS INC,0.1,0.06,150.0,316929,106328,0,2023-12-09T01:46:10.838626
EKSN,Erickson Incorporated,0.25,0.235,0.0,469,0,0,2023-12-09T01:46:10.838626
EBFI,ECO BRIGHT FUTURE INC,0.51,0.11,27.5,46500,20114,0,2023-12-09T01:46:10.838626
