Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
SAMHF,Alleima AB (publ),7.3,1.31,21.87,3045,1,2240000000,2023-12-11T08:14:19.721376
BITF,Bitfarms Ltd.,2.59,0.45,21.03,55491000,13356000,834311000,2023-12-11T08:14:19.721376
CIFR,Cipher Mining Inc.,2.91,0.29,11.07,4309000,2241000,741061000,2023-12-11T08:14:19.721376
APLD,Applied Digital Corporation,6.58,0.95,16.87,5988000,3400000,699454000,2023-12-11T08:14:19.721376
CURV,Torrid Holdings Inc.,4.84,0.69,16.63,1759000,303409,503854000,2023-12-11T08:14:19.721376
WULF,TeraWulf Inc.,1.83,0.22,13.66,20535000,7923000,440874000,2023-12-11T08:14:19.721376
APLT,"Applied Therapeutics, Inc.",3.11,0.44,16.48,3819000,1073000,240183000,2023-12-11T08:14:19.721376
KROEF,KR1 Plc,1.15,0.46,66.67,12600,8887,203975000,2023-12-11T08:14:19.721376
BDTX,"Black Diamond Therapeutics, Inc.",3.0,0.43,16.73,1404000,547457,154906000,2023-12-11T08:14:19.721376
VIRC,Virco Mfg. Corporation,8.51,1.5,21.4,675086,141760,139116000,2023-12-11T08:14:19.721376
ARBK,Argo Blockchain plc,1.86,0.31,20.0,851735,204866,99570000,2023-12-11T08:14:19.721376
CRVS,"Corvus Pharmaceuticals, Inc.",1.92,0.24,14.29,338465,192363,94154000,2023-12-11T08:14:19.721376
BTCM,BIT Mining Limited,4.09,0.39,10.54,168838,67947,45449000,2023-12-11T08:14:19.721376
XELB,"Xcel Brands, Inc.",1.31,0.16,13.91,99178,31879,25938000,2023-12-11T08:14:19.721376
POSC,Positron Corporation,1.582,0.492,45.14,53186,4993,22584000,2023-12-11T08:14:19.721376
PRTT,Protect Pharmaceutical Corporation,2.06,0.31,17.71,204647,32068,2501000,2023-12-11T08:14:19.721376
GBAT,Grayscale Basic Attention Token Trust,3.7,0.68,22.52,1609,2934,0,2023-12-11T08:14:19.721376
