Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
SAMHF,Alleima AB (publ),7.3,1.31,21.87,3045,1,2270000000,2023-12-08T18:10:51.703104
BITF,Bitfarms Ltd.,2.4946,0.3546,16.57,37234000,12576000,804760000,2023-12-08T18:10:51.703104
CIFR,Cipher Mining Inc.,2.89,0.27,10.31,2536000,2188000,735967000,2023-12-08T18:10:51.703104
APLD,Applied Digital Corporation,6.28,0.65,11.63,2983000,3361000,668095000,2023-12-08T18:10:51.703104
APLT,"Applied Therapeutics, Inc.",3.17,0.5,18.73,2247000,1039000,244817000,2023-12-08T18:10:51.703104
KROEF,KR1 Plc,1.15,0.46,66.67,12600,8687,203975000,2023-12-08T18:10:51.703104
BDTX,"Black Diamond Therapeutics, Inc.",3.0001,0.4301,16.74,678794,533300,154911000,2023-12-08T18:10:51.703104
VIRC,Virco Mfg. Corporation,7.8,0.79,11.27,476848,135987,127509000,2023-12-08T18:10:51.703104
CRVS,"Corvus Pharmaceuticals, Inc.",1.89,0.21,12.5,169714,192326,92683000,2023-12-08T18:10:51.703104
ARBK,Argo Blockchain plc,1.71,0.16,10.32,367764,193722,91541000,2023-12-08T18:10:51.703104
XELB,"Xcel Brands, Inc.",1.29,0.14,12.17,65375,30638,25542000,2023-12-08T18:10:51.703104
POSC,Positron Corporation,1.396,0.306,28.07,33313,4149,19929000,2023-12-08T18:10:51.703104
EXOD,"Exodus Movement, Inc.",3.99,1.97,97.52,528,295,0,2023-12-08T18:10:51.703104
GBAT,Grayscale Basic Attention Token Trust,3.55,0.53,17.55,1408,2964,0,2023-12-08T18:10:51.703104
