Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
PTPIF,PT. Chandra Asri Petrochemical Tbk,0.28,0.085,43.59,5000,626,34755000000,2023-12-08T17:39:26.113345
SAPMY,Saipem SpA,0.31,0.035,12.73,1620,6184,3548000000,2023-12-08T17:39:26.113345
AAGH,America Great Health,0.015,0.007,87.5,109000,149047,316606000,2023-12-08T17:39:26.113345
IPDQF,ImpediMed Limited,0.092,0.017,22.67,30000,26919,219497000,2023-12-08T17:39:26.113345
ALGEF,Alligator Energy Limited,0.0375,0.0045,13.64,1000,79273,155267000,2023-12-08T17:39:26.113345
MLBEF,Webcentral Limited,0.182,0.022,13.75,9044,7797,60797000,2023-12-08T17:39:26.113345
RVIV,Reviv3 Procare Company,0.475,0.045,10.47,40300,20700,55612000,2023-12-08T17:39:26.113345
PNPL,"Pineapple, Inc.",0.21,0.0203,10.7,228,1434,52654000,2023-12-08T17:39:26.113345
ETST,"Earth Science Tech, Inc.",0.08,0.02,33.33,3160,71346,25191000,2023-12-08T17:39:26.113345
GAYMF,Galway Metals Inc.,0.28,0.0408,17.06,23166,18333,21287000,2023-12-08T17:39:26.113345
ELMSQ,"Electric Last Mile Solutions, Inc.",0.11,0.0279,33.98,2127,55273,23265000,2023-12-08T17:39:26.113345
TCRI,"TechCom, Inc.",0.18,0.03,20.0,30200,29683,11698000,2023-12-08T17:39:26.113345
FDCT,"FDCTech, Inc.",0.0259,0.0114,78.62,1365000,407587,8640000,2023-12-08T17:39:26.113345
BRVO,Bravo Multinational Incorporated,0.18,0.03,20.0,5314,19092,10105000,2023-12-08T17:39:26.113345
TNRG,Thunder Energies Corporation,0.0705,0.0363,106.14,725,3541,7872000,2023-12-08T17:39:26.113345
IONI,I-ON Digital Corp.,0.24,0.04,20.0,11750,14887,6578000,2023-12-08T17:39:26.113345
GRHI,"Gold Rock Holdings, Inc.",0.027,0.007,35.0,187002,131088,6238000,2023-12-08T17:39:26.113345
MOTNF,Powertap Hydrogen Capital Corp.,0.25,0.045,21.95,3083,3646,6567000,2023-12-08T17:39:26.113345
SJRNF,ArcWest Exploration Inc.,0.06,0.0076,14.5,31750,272,4979000,2023-12-08T17:39:26.113345
DZCA,"DrazCanna, Inc.",0.54,0.13,31.71,400,17192,4759000,2023-12-08T17:39:26.113345
OLVRF,Olivut Resources Ltd.,0.053,0.019,55.88,10000,4515,5156000,2023-12-08T17:39:26.113345
CGRW,"CannaGrow Holdings, Inc",0.0388,0.0038,10.86,16950,106147,3960000,2023-12-08T17:39:26.113345
ARTM,"American Nortel Communications, Inc.",0.039,0.0045,13.04,25100,36218,2547000,2023-12-08T17:39:26.113345
CTTH,"CTT Pharmaceutical Holdings, Inc.",0.038,0.008,26.67,350,83098,1839000,2023-12-08T17:39:26.113345
EATBF,Eat & Beyond Global Holdings Inc.,0.0645,0.0108,20.11,750,3933,1539000,2023-12-08T17:39:26.113345
MHHC,MHHC Enterprises Inc.,0.0999,0.0279,38.85,227,22499,91702000,2023-12-08T17:39:26.113345
MNRLD,Badlands Resources Inc.,0.37,0.0348,10.38,1335,8663,0,2023-12-08T17:39:26.113345
CPPMF,COPPERNICO METALS INC,0.075,0.035,87.5,158230,76242,0,2023-12-08T17:39:26.113345
NREG,"NewRegen, Inc.",0.023,0.003,15.0,214396,1224000,0,2023-12-08T17:39:26.113345
