Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
FNMAH,Federal National Mortgage Association,3.29,0.348,11.83,7000,18267,4682000000,2024-02-10T06:16:18.368115
CNTA,Centessa Pharmaceuticals plc,9.26,1.8,24.13,3024000,254653,904047000,2024-02-10T06:16:18.368115
CIFR,Cipher Mining Inc.,3.35,0.45,15.52,12081000,8304000,861144000,2024-02-10T06:16:18.368115
IREN,Iris Energy Limited,5.94,0.84,16.47,14531000,5343000,398517000,2024-02-10T06:16:18.368115
TNYA,"Tenaya Therapeutics, Inc.",5.68,0.55,10.72,528117,464558,386870000,2024-02-10T06:16:18.368115
BTBT,"Bit Digital, Inc.",3.04,0.3,10.95,12864000,8352000,275904000,2024-02-10T06:16:18.368115
AHG,Akso Health Group,1.9,0.26,15.85,53227,176968,202975000,2024-02-10T06:16:18.368115
PYXS,"Pyxis Oncology, Inc.",4.48,0.77,20.75,1617000,419210,198567000,2024-02-10T06:16:18.368115
ABEO,Abeona Therapeutics Inc.,6.2,0.92,17.42,830541,245195,153594000,2024-02-10T06:16:18.368115
CRVS,"Corvus Pharmaceuticals, Inc.",2.215,0.215,10.75,1020000,198738,108620000,2024-02-10T06:16:18.368115
ZDGE,"Zedge, Inc.",4.74,0.94,24.74,294605,44273,68041000,2024-02-10T06:16:18.368115
PALT,"Paltalk, Inc.",4.84,0.56,13.08,80773,96752,44635000,2024-02-10T06:16:18.368115
EBFI,ECO BRIGHT FUTURE INC,2.35,0.285,13.8,64629,13936,0,2024-02-10T06:16:18.368115
