Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
ETCMY,Eutelsat Communications S.A.,0.63,-0.29,-31.2,61930,20895,1548000000,2025-12-16T07:46:17.366139
TSPH,CreateAI Holdings Inc.,0.16,-0.52,-76.31,631764,240062,38901000,2025-12-16T07:46:17.366139
LAZR,"Luminar Technologies, Inc.",0.35,-0.55,-60.82,57913000,8030000,27445000,2025-12-16T07:46:17.366139
TYPTF,Entropy Neurodynamics Limited,0.01,-0.01,-35.14,10000,24514,21966000,2025-12-16T07:46:17.366139
LEXX,Lexaria Bioscience Corp.,0.89,-0.45,-33.58,1564000,583508,19781000,2025-12-16T07:46:17.366139
FBLG,"FibroBiologics, Inc.",0.26,-0.13,-33.06,6155000,1250000,16120000,2025-12-16T07:46:17.366139
EDHL,Everbright Digital Holding Limited,0.38,-0.27,-41.5,893963,2260000,10173000,2025-12-16T07:46:17.366139
RDUFF,Radius Gold Inc.,0.08,-0.04,-33.33,7095,44614,9256000,2025-12-16T07:46:17.366139
SRXH,SRx Health Solutions Inc.,0.3,-0.16,-33.95,1029000,858616,8442000,2025-12-16T07:46:17.366139
PCSA,"Processa Pharmaceuticals, Inc.",0.14,-0.13,-47.59,13059000,9814000,8015000,2025-12-16T07:46:17.366139
CATPF,Giyani Metals Corp.,0.02,-0.09,-81.82,24000,46695,6676000,2025-12-16T07:46:17.366139
FAMDF,Futura Medical plc,0.01,-0.04,-80.0,20900,26874,5811000,2025-12-16T07:46:17.366139
TWELF,--,0.06,-0.05,-40.91,10000,20007,4000000,2025-12-16T07:46:17.366139
AXDDF,Azucar Minerals Ltd.,0.03,-0.02,-33.33,4000,50354,2363000,2025-12-16T07:46:17.366139
GBLEF,Global Energy Metals Corporation,0.02,-0.01,-32.96,3000,12267,1223000,2025-12-16T07:46:17.366139
MSRM,Mushrooms Inc.,0.03,-0.01,-33.33,410,47521,985894,2025-12-16T07:46:17.366139
