Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
RTTGF,RTG Mining Inc.,0.03,-0.01,-30.23,137000,22333,57591000,2026-05-27T11:06:59.019881
ITMSF,Intermap Technologies Corporation,0.71,-0.53,-42.74,686509,127551,52385000,2026-05-27T11:06:59.019881
OIGLF,Chariot Limited,0.02,-0.02,-50.0,585000,105980,45858000,2026-05-27T11:06:59.019881
TYPTF,Entropy Neurodynamics Limited,0.01,-0.01,-50.0,506,34757,21214000,2026-05-27T11:06:59.019881
LSMLF,Lodestar Minerals Limited,0.02,-0.01,-30.97,10000,12064,18648000,2026-05-27T11:06:59.019881
GLARF,US1 Critical Minerals Limited,0.01,-0.01,-33.95,5000,13008,13687000,2026-05-27T11:06:59.019881
AHNRF,Athena Gold Corporation,0.22,-0.11,-33.33,53500,19140,7701000,2026-05-27T11:06:59.019881
CECAF,CanAsia Energy Corp.,0.02,-0.23,-90.8,10006,45051,2594000,2026-05-27T11:06:59.019881
IVRO,"InVitro International, Inc.",0.06,-0.03,-38.08,28400,19072,1238000,2026-05-27T11:06:59.019881
YYGH,YY Group Holding Limited,0.24,-0.14,-37.07,35381000,913289,1033000,2026-05-27T11:06:59.019881
LEXTF,Lexston Mining Corporation,0.03,-0.01,-30.64,52000,18060,752799,2026-05-27T11:06:59.019881
IOTCF,--,0.1,-0.04,-30.28,10000,11666,0,2026-05-27T11:06:59.019881
