Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
LYPHF,Luye Pharma Group Ltd.,0.2,-0.12,-37.74,500,65080,1309000000,2026-06-12T20:22:49.784831
ECHQF,ECHOIQ LTD,0.85,-0.4,-32.0,20000,15748,528690000,2026-06-12T20:22:49.784831
DAZSF,Da Ai Zhi Shui International Holding Group Ltd,0.1,-0.08,-44.07,100,15916,31111000,2026-06-12T20:22:49.784831
GLARF,US1 Critical Minerals Limited,0.01,-0.01,-35.0,10000,25796,20723000,2026-06-12T20:22:49.784831
CPOP,"Pop Culture Group Co., Ltd",0.19,-0.85,-81.43,84960000,8560000,19501000,2026-06-12T20:22:49.784831
NTCL,NetClass Technology Inc,0.27,-0.13,-33.72,20182000,4860000,18762000,2026-06-12T20:22:49.784831
ARTM,"American Nortel Communications, Inc.",0.04,-0.02,-31.98,10300,13293,4302000,2026-06-12T20:22:49.784831
RLBY,Reliability Incorporated,0.05,-0.02,-32.89,3000,11062,3270000,2026-06-12T20:22:49.784831
BIYA,Baiya International Group Inc.,0.67,-0.34,-33.88,4448000,8619000,3090000,2026-06-12T20:22:49.784831
UOKAF,MDJM Ltd,0.16,-0.17,-51.58,15346,166978,476040,2026-06-12T20:22:49.784831
BLEGD,"Branded Legacy, Inc.",0.08,-0.06,-42.86,5000,31708,0,2026-06-12T20:22:49.784831
EPMLF,--,0.35,-0.2,-36.36,1000,16254,0,2026-06-12T20:22:49.784831
MTOPF,METALS ONE PLC,0.02,-0.02,-44.44,10000,14400,0,2026-06-12T20:22:49.784831
QTEXW,QTREX Quantum Ltd.,0.07,-0.03,-30.0,96610,33676,0,2026-06-12T20:22:49.784831
SELXF,Semilux International Ltd.,0.1,-0.05,-32.45,52928,4986000,0,2026-06-12T20:22:49.784831
