Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
HGLD,Patagonia Gold Corp.,0.1,-0.05,-33.33,20000,14205,45575000,2025-12-05T07:43:26.089764
HPYCF,Happy Creek Minerals Ltd.,0.11,-0.05,-30.77,18353,22186,23132000,2025-12-05T07:43:26.089764
BCMRF,BCM Resources Corporation,0.09,-0.09,-51.56,500,14055,17940000,2025-12-05T07:43:26.089764
MTLFF,Metallis Resources Inc.,0.2,-0.17,-46.3,351497,91587,16774000,2025-12-05T07:43:26.089764
SHGDF,Star Diamond Corporation,0.02,-0.01,-33.33,45000,25527,15367000,2025-12-05T07:43:26.089764
FEERF,Freeport Resources Inc.,0.02,-0.01,-33.46,25000,72997,5320000,2025-12-05T07:43:26.089764
ELDCF,ELECTRUM DISCOVERY CORP.,0.03,-0.02,-38.08,20495,68516,3071000,2025-12-05T07:43:26.089764
SVTND,--,0.05,-0.02,-35.71,10000,20966,1773000,2025-12-05T07:43:26.089764
SPCO,The Stephan Co.,0.06,-0.25,-80.71,46750,10650,1287000,2025-12-05T07:43:26.089764
CVHL,"CV Holdings, Inc.",0.01,-0.01,-41.9,183,25169,785848,2025-12-05T07:43:26.089764
