Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
LDSN,Luduson G Inc.,0.055,-0.065,-54.17,448993,857350,30991000,2024-07-26T20:13:10.958347
MIDLF,Midland Exploration Inc.,0.1199,-0.1401,-53.88,2000,12137,10416000,2024-07-26T20:13:10.958347
NPRFF,Nepra Foods Inc.,0.095,-0.075,-44.12,33000,27583,9898000,2024-07-26T20:13:10.958347
ZKGCF,ZKGC New Energy Limited,0.46,-0.55,-54.46,500000,60405,5980000,2024-07-26T20:13:10.958347
VAXX,"Vaxxinity, Inc.",0.035,-0.045,-56.25,10665,1978000,4437000,2024-07-26T20:13:10.958347
NGRBF,Nextgen Food Robotics Corp.,0.0459,-0.0291,-38.8,1000,48277,2778000,2024-07-26T20:13:10.958347
MURMF,Murchison Minerals Ltd.,0.0121,-0.0061,-33.52,16216,45453,3155000,2024-07-26T20:13:10.958347
USCUF,US Copper Corp.,0.024,-0.0217,-47.43,1000,20908,3335000,2024-07-26T20:13:10.958347
TANH,Tantech Holdings Ltd,0.2585,-0.2314,-47.23,6683000,1867000,2157000,2024-07-26T20:13:10.958347
NBY,"NovaBay Pharmaceuticals, Inc.",0.7144,-1.2256,-63.18,3958000,321104,963354,2024-07-26T20:13:10.958347
CZOOF,Cazoo Group Ltd,0.02,-0.73,-97.33,15440,141508,97980,2024-07-26T20:13:10.958347
