Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
SOUN,"SoundHound AI, Inc.",5.76,0.72,14.2,78865000,38351000,1780000000,2024-03-07T22:34:19.011845
RSI,"Rush Street Interactive, Inc.",6.29,0.9,16.7,6554000,869101,1398000000,2024-03-07T22:34:19.011845
WVE,Wave Life Sciences Ltd.,6.89,0.6,9.46,2906000,909520,841925000,2024-03-07T22:34:19.011845
REAX,The Real Brokerage Inc.,3.41,0.57,20.07,2059000,330013,619938000,2024-03-07T22:34:19.011845
RENB,Renovaro Inc.,3.095,0.435,16.35,357750,191076,444652000,2024-03-07T22:34:19.011845
MNMD,Mind Medicine (MindMed) Inc.,9.07,3.13,52.69,36138000,788943,376597000,2024-03-07T22:34:19.011845
AQST,"Aquestive Therapeutics, Inc.",5.74,0.71,14.08,5423000,1223000,420624000,2024-03-07T22:34:19.011845
ATAI,Atai Life Sciences N.V.,2.225,0.235,11.81,5138000,1363000,369372000,2024-03-07T22:34:19.011845
RGTI,"Rigetti Computing, Inc.",2.08,0.3,16.85,12165000,5135000,305026000,2024-03-07T22:34:19.011845
QBTS,D-Wave Quantum Inc.,1.8107,0.2107,13.17,7637000,3268000,289582000,2024-03-07T22:34:19.011845
GSIT,"GSI Technology, Inc.",4.715,0.575,13.89,1543000,394240,119266000,2024-03-07T22:34:19.011845
ZENV,Zenvia Inc.,2.285,0.235,11.46,147911,191446,115952000,2024-03-07T22:34:19.011845
EQ,"Equillium, Inc.",2.695,0.435,19.25,240781,349283,94646000,2024-03-07T22:34:19.011845
WSTRF,Western Uranium & Vanadium Corp.,1.52,0.15,10.95,69674,86565,82786000,2024-03-07T22:34:19.011845
LEXX,Lexaria Bioscience Corp.,4.9976,0.5176,11.55,1304000,263725,61859000,2024-03-07T22:34:19.011845
BIMI,BIMI Holdings Inc.,3.97,0.51,14.74,25353,31980,55594000,2024-03-07T22:34:19.011845
SWVL,Swvl Holdings Corp.,7.45,2.07,38.45,309959,199415,50588000,2024-03-07T22:34:19.011845
ONEI,OneMeta Inc.,1.1848,0.2848,31.64,56814,13172,36312000,2024-03-07T22:34:19.011845
JAN,JanOne Inc.,2.8299,0.3399,13.65,382274,278598,14030000,2024-03-07T22:34:19.011845
BTCY,"Biotricity, Inc.",1.32,0.37,38.95,384001,57736,12434000,2024-03-07T22:34:19.011845
HZEN,Grayscale Horizen Trust (ZEN),7.72,0.86,12.61,158873,48918,0,2024-03-07T22:34:19.011845
EBFI,ECO BRIGHT FUTURE INC,2.97,0.4024,15.67,430,13947,0,2024-03-07T22:34:19.011845
