Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
LBSR,Liberty Star Uranium & Metals Corp.,0.5425,0.1225,29.17,269211,204960,27024000,2024-02-07T06:16:54.368490
RGLG,"UHF Logistics Group, Inc.",0.2524,0.0495,24.41,8753,32697,14847000,2024-02-07T06:16:54.368490
QGSI,QuantGate Systems Inc.,0.0495,0.011,28.57,199900,26923,14069000,2024-02-07T06:16:54.368490
BCNWF,Bitcoin Well Inc.,0.06,0.0132,28.21,16300,10680,11930000,2024-02-07T06:16:54.368490
FDCT,"FDCTech, Inc.",0.029,0.0098,51.04,100,283453,9674000,2024-02-07T06:16:54.368490
ARTM,"American Nortel Communications, Inc.",0.055,0.0106,23.87,1500,35937,3592000,2024-02-07T06:16:54.368490
LANRF,Lancaster Resources Inc.,0.06,0.0183,43.88,13008,17510,3011000,2024-02-07T06:16:54.368490
IRNTQ,"IronNet, Inc.",0.0189,0.0119,170.0,104844,105176,2296000,2024-02-07T06:16:54.368490
FBSE,"Fastbase, Inc.",0.195,0.045,30.0,61400,23509,905275,2024-02-07T06:16:54.368490
TRLFF,Maven Brands Inc.,0.024,0.011,84.62,15602,18304,843381,2024-02-07T06:16:54.368490
ACIXF,Acarix AB (publ),0.03,0.007,30.43,3389000,3591000,0,2024-02-07T06:16:54.368490
