Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
CIFR,Cipher Mining Inc.,3.14,0.54,20.77,15299000,2515000,807162000,2023-12-19T06:18:03.972576
LYRA,"Lyra Therapeutics, Inc.",5.22,0.57,12.26,404165,250974,274379000,2023-12-19T06:18:03.972576
BADEF,Hercules Silver Corp.,1.19,0.2493,26.5,484489,539070,271195000,2023-12-19T06:18:03.972576
SERA,"Sera Prognostics, Inc.",5.96,1.06,21.63,1187000,1428000,186766000,2023-12-19T06:18:03.972576
DERM,Journey Medical Corporation,7.54,0.81,12.04,864997,163669,139553000,2023-12-19T06:18:03.972576
DRCT,"Direct Digital Holdings, Inc.",9.15,1.17,14.66,380057,821664,130574000,2023-12-19T06:18:03.972576
CXDO,"Crexendo, Inc.",3.9,0.53,15.73,620604,75877,101535000,2023-12-19T06:18:03.972576
CASI,"CASI Pharmaceuticals, Inc.",6.76,0.63,10.28,50028,50482,90053000,2023-12-19T06:18:03.972576
NGLD,Nevada Canyon Gold Corp.,3.0,0.4,15.38,5725,10248,73860000,2023-12-19T06:18:03.972576
SSNT,"SilverSun Technologies, Inc.",9.71,1.11,12.91,273146,857569,51038000,2023-12-19T06:18:03.972576
ZKIN,"ZK International Group Co., Ltd.",1.15,0.12,11.65,893781,54872,34952000,2023-12-19T06:18:03.972576
NTMFF,Neotech Metals Corp.,1.55,0.16,11.51,609579,165263,0,2023-12-19T06:18:03.972576
