Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
BKLPF,PT Bukalapak.com Tbk.,0.0504,0.0379,303.2,496,10274,5196000000,2024-03-07T06:18:26.437766
BRGC,BrightRock Gold Corp.,0.4198,0.1298,44.76,140327,44969,138743000,2024-03-07T06:18:26.437766
PSRHF,PULSAR HELIUM INC,0.9794,0.1797,22.47,539427,103011,91690000,2024-03-07T06:18:26.437766
LGCFF,Lavras Gold Corp.,0.7757,0.1432,22.64,16500,11187,39835000,2024-03-07T06:18:26.437766
CRYBF,Cryptoblox Technologies Inc.,0.4066,0.0766,23.21,395816,188076,27000000,2024-03-07T06:18:26.437766
FUUN,"FutureNet, Inc.",0.046,0.008,21.05,2300,16024,20700000,2024-03-07T06:18:26.437766
JETR,"Star Jets International, Inc.",0.05,0.01,25.0,118178,45012,5406000,2024-03-07T06:18:26.437766
LBRG,"Ladybug Resource Group, Inc.",0.0181,0.0036,25.17,322053,209891,4122000,2024-03-07T06:18:26.437766
IPSI,"Innovative Payment Solutions, Inc.",0.2139,0.0439,25.82,100,14267,2849000,2024-03-07T06:18:26.437766
ANICF,Anonymous Intelligence Company Inc.,0.0115,0.0025,27.78,411302,151184,126547,2024-03-07T06:18:26.437766
PHGE-UN,BiomX Inc.,0.6584,0.5084,338.93,105532,17986,0,2024-03-07T06:18:26.437766
OBSEF,ObsEva SA,0.02,0.0075,60.0,27905,24988,0,2024-03-07T06:18:26.437766
