Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
VRNOF,Verano Holdings Corp.,6.26,0.79,14.44,313183,408232,2154000000,2024-03-28T06:17:53.299511
NUVB,Nuvation Bio Inc.,3.97,1.09,37.85,11336000,1072000,869613000,2024-03-28T06:17:53.299511
ANNX,"Annexon, Inc.",7.81,0.93,13.52,5533000,1479000,611320000,2024-03-28T06:17:53.299511
AKBA,"Akebia Therapeutics, Inc.",2.24,0.24,12.0,8863000,3209000,468993000,2024-03-28T06:17:53.299511
YELLQ,Yellow Corporation,6.55,0.8,13.91,492730,175995,445587000,2024-03-28T06:17:53.299511
PRCH,"Porch Group, Inc.",4.13,0.42,11.32,2063000,1681000,403074000,2024-03-28T06:17:53.299511
MAPS,"WM Technology, Inc.",1.265,0.125,10.96,880862,513883,207732000,2024-03-28T06:17:53.299511
GLYC,"GlycoMimetics, Inc.",3.18,0.33,11.58,674433,346267,204772000,2024-03-28T06:17:53.299511
BCAB,"BioAtla, Inc.",3.46,0.45,14.95,2239000,453239,165858000,2024-03-28T06:17:53.299511
BRAG,Bragg Gaming Group Inc.,6.23,0.94,17.77,789395,41678,141623000,2024-03-28T06:17:53.299511
VINC,"Vincerx Pharma, Inc.",6.06,0.94,18.36,707956,1089000,129566000,2024-03-28T06:17:53.299511
CNTB,Connect Biopharma Holdings Limited,1.61,0.29,21.97,351696,131803,88665000,2024-03-28T06:17:53.299511
MURA,Mural Oncology plc,4.95,0.46,10.24,316539,279480,82614000,2024-03-28T06:17:53.299511
LGCB,Linkage Global Inc,2.96,0.33,12.55,27290,55683,63640000,2024-03-28T06:17:53.299511
IRIX,IRIDEX Corporation,2.95,0.44,17.53,257413,32111,47931000,2024-03-28T06:17:53.299511
ALRN,"Aileron Therapeutics, Inc.",6.93,1.15,19.91,159451,39734,33861000,2024-03-28T06:17:53.299511
TISI,"Team, Inc.",7.65,0.74,10.71,47889,11954,33776000,2024-03-28T06:17:53.299511
PALT,"Paltalk, Inc.",3.16,0.38,13.67,111283,152162,29142000,2024-03-28T06:17:53.299511
CNTX,Context Therapeutics Inc.,1.382,0.142,11.45,215838,46565,22065000,2024-03-28T06:17:53.299511
CHEK,Check-Cap Ltd.,2.75,0.28,11.34,655324,252652,16088000,2024-03-28T06:17:53.299511
WETG,"WeTrade Group, Inc.",5.83,1.37,30.72,154632,100649,15305000,2024-03-28T06:17:53.299511
