Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
FBASF,Fibra UNO,1.9,0.19,11.11,2070,44261,7234000000,2024-01-14T18:51:54.187477
NXE,NexGen Energy Ltd.,7.84,0.79,11.21,17354000,5539000,4102000000,2024-01-14T18:51:54.187477
UEC,Uranium Energy Corp.,7.77,0.84,12.12,29245000,7704000,3053000000,2024-01-14T18:51:54.187477
EPIX,ESSA Pharma Inc.,9.94,1.45,17.08,268471,210753,438772000,2024-01-14T18:51:54.187477
YMAB,"Y-mAbs Therapeutics, Inc.",9.65,2.12,28.15,2206000,242559,420948000,2024-01-14T18:51:54.187477
AYRWF,Ayr Wellness Inc.,2.46,0.26,11.82,340062,264061,191191000,2024-01-14T18:51:54.187477
ELEV,"Elevation Oncology, Inc.",2.74,0.62,29.25,15529000,2060000,116216000,2024-01-14T18:51:54.187477
VRSSF,VERSES AI Inc.,1.36,0.14,11.48,714894,279621,114698000,2024-01-14T18:51:54.187477
WSTRF,Western Uranium & Vanadium Corp.,1.5,0.16,11.94,277767,58355,66839000,2024-01-14T18:51:54.187477
FDMIF,Founders Metals Inc.,1.2,0.1157,10.67,52874,38754,62780000,2024-01-14T18:51:54.187477
AHG,Akso Health Group,1.07,0.18,20.22,1312000,124380,24467000,2024-01-14T18:51:54.187477
SAVAW,"Cassava Sciences, Inc.",9.0,1.0,12.5,2501000,1861000,0,2024-01-14T18:51:54.187477
OLVI,"Oliveda International, Inc.",1.65,0.28,20.44,17249,12738,0,2024-01-14T18:51:54.187477
