Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
CNRIF,Condor Resources Inc.,0.3145,0.1345,74.72,12550,28583,45081000,2024-02-13T06:18:53.899456
ARTTF,Artemis Resources Limited,0.022,0.0089,67.94,200000,21029,37206000,2024-02-13T06:18:53.899456
OILFF,Nextleaf Solutions Ltd.,0.1025,0.0175,20.59,576762,57485,16344000,2024-02-13T06:18:53.899456
BRVO,Bravo Multinational Incorporated,0.2201,0.0401,22.28,15500,33319,12357000,2024-02-13T06:18:53.899456
CBMJ,Conservative Broadcast Media & Journalism Inc.,0.47,0.13,38.24,102284,62277,8280000,2024-02-13T06:18:53.899456
BWMY,"BorrowMoney.com, Inc.",0.07,0.0175,33.33,1100,16973,7813000,2024-02-13T06:18:53.899456
CINGF,Coinsilium Group Limited,0.0313,0.0162,107.28,117417,58373,5470000,2024-02-13T06:18:53.899456
MDTC,Media Technologies Inc.,0.1174,0.0424,56.53,283293,11248,4224000,2024-02-13T06:18:53.899456
NXGT,"Nexteligent Holdings, Inc.",0.03,0.01,50.0,875,28818,3445000,2024-02-13T06:18:53.899456
HIHI,"Holiday Island Holdings, Inc.",0.0459,0.0159,53.0,9000,19089,545457,2024-02-13T06:18:53.899456
PYBX,Hydro Power Technologies Inc.,0.0219,0.0079,56.43,319700,96255,134,2024-02-13T06:18:53.899456
TSPH,TuSimple Holdings Inc.,0.38,0.11,40.74,4522000,13086000,0,2024-02-13T06:18:53.899456
ACIXF,Acarix AB (publ),0.04,0.007,21.21,275130,2688000,0,2024-02-13T06:18:53.899456
