Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
FNMA,Federal National Mortgage Association,1.475,0.185,14.34,6773000,5161000,1708000000,2024-04-09T06:19:00.850216
FMCC,Federal Home Loan Mortgage Corporation,1.35,0.13,10.66,3144000,2319000,877581000,2024-04-09T06:19:00.850216
OLVI,"Oliveda International, Inc.",3.5,0.7,25.0,766,18079,2139000000,2024-04-09T06:19:00.850216
NWARF,Norwegian Air Shuttle ASA,1.665,0.155,10.26,7444,27924,1605000000,2024-04-09T06:19:00.850216
HCHDF,Hochschild Mining plc,1.89,0.22,13.17,73032,14088,972326000,2024-04-09T06:19:00.850216
LDI,"loanDepot, Inc.",2.68,0.25,10.29,441344,433759,873249000,2024-04-09T06:19:00.850216
XBIT,XBiotech Inc.,9.73,1.52,18.51,210993,61690,296287000,2024-04-09T06:19:00.850216
FNGR,"FingerMotion, Inc.",3.14,0.5,18.94,605721,288396,164993000,2024-04-09T06:19:00.850216
CXAI,CXApp Inc.,5.51,0.56,11.31,23965000,8960000,114287000,2024-04-09T06:19:00.850216
DERM,Journey Medical Corporation,4.11,0.43,11.68,272317,182460,79422000,2024-04-09T06:19:00.850216
IRIX,IRIDEX Corporation,3.53,0.46,14.98,102904,34752,57372000,2024-04-09T06:19:00.850216
WAVE,Eco Wave Power Global AB (publ),4.2,2.885,219.39,35781000,608831,23307000,2024-04-09T06:19:00.850216
MINM,"Minim, Inc.",5.99,0.73,13.88,151435,2965000,17305000,2024-04-09T06:19:00.850216
SLGD,Scott's Liquid Gold-Inc.,1.04,0.159,18.05,90056,45203,13526000,2024-04-09T06:19:00.850216
PIK,Kidpik Corp.,5.11,0.52,11.33,425262,1171000,9973000,2024-04-09T06:19:00.850216
CWSFF,Cielo Waste Solutions Corp.,1.62,1.41,671.43,428,38010,189197000,2024-04-09T06:19:00.850216
NXTT,Next Technology Holding Inc.,5.78,0.69,13.56,32363,107518,0,2024-04-09T06:19:00.850216
