Date,Close,High,Low,Open,Volume
2025-02-11,2.0095999240875244,2.105600118637085,1.9639999866485596,2.0439999103546143,39268
2025-02-12,2.0,2.049999952316284,1.9292000532150269,2.0,13534
2025-02-13,2.003999948501587,2.0992000102996826,1.9700000286102295,2.0383999347686768,39141
2025-02-14,1.9043999910354614,2.0799999237060547,1.8827999830245972,2.066800117492676,81848
