Open,High,Low,Close,Adj Close,Volume
0.03125,0.03999999910593033,0.03125,0.03999999910593033,0.03999999910593033,19589
0.03739999979734421,0.1462000012397766,0.030300000682473183,0.05999999865889549,0.05999999865889549,937449
0.03999999910593033,0.11999999731779099,0.03999999910593033,0.10877999663352966,0.10877999663352966,53358
0.09378000348806381,0.10000000149011612,0.09378000348806381,0.10000000149011612,0.10000000149011612,888
0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,6000
0.07509999722242355,0.07509999722242355,0.07509999722242355,0.07509999722242355,0.07509999722242355,8049
0.08223000168800354,0.08990000188350677,0.04100000113248825,0.08990000188350677,0.08990000188350677,2180
0.09989999979734421,0.09989999979734421,0.06357000023126602,0.07195000350475311,0.07195000350475311,104523
0.09989999979734421,0.09989999979734421,0.07850000262260437,0.07850000262260437,0.07850000262260437,120727
0.10000000149011612,0.10000000149011612,0.0689999982714653,0.09440000355243683,0.09440000355243683,57962
0.06019999831914902,0.10000000149011612,0.05999999865889549,0.07259000092744827,0.07259000092744827,284777
