Date,Open,High,Low,Close,Adj Close,Volume
2024-07-16,5.599999904632568,5.75,5.364999771118164,5.489999771118164,5.489999771118164,119300
2024-07-17,5.53000020980835,5.820000171661377,5.480000019073486,5.739999771118164,5.739999771118164,37300
2024-07-18,5.800000190734863,5.889999866485596,5.458000183105469,5.510000228881836,5.510000228881836,35100
2024-07-19,5.539999961853027,5.795000076293945,5.199999809265137,5.199999809265137,5.199999809265137,60400
2024-07-22,5.070000171661377,5.670000076293945,5.019999980926514,5.659999847412109,5.659999847412109,54600
2024-07-23,5.610000133514404,6.309999942779541,5.610000133514404,6.230000019073486,6.230000019073486,82900
2024-07-24,6.239999771118164,6.46999979019165,5.920000076293945,6.179999828338623,6.179999828338623,63400
2024-07-25,6.179999828338623,6.864999771118164,6.179999828338623,6.340000152587891,6.340000152587891,103400
2024-07-26,6.400000095367432,6.440000057220459,5.769999980926514,6.300000190734863,6.300000190734863,72800
2024-07-29,6.269999980926514,6.28000020980835,5.269999980926514,5.269999980926514,5.269999980926514,75175
