Date,Open,High,Low,Close,Adj Close,Volume
2024-09-17,5.650000095367432,5.929999828338623,5.650000095367432,5.76200008392334,5.76200008392334,17400
2024-09-18,5.90500020980835,6.079999923706055,5.800000190734863,5.820000171661377,5.820000171661377,6900
2024-09-19,5.920000076293945,6.039999961853027,5.900000095367432,5.900000095367432,5.900000095367432,1300
2024-09-20,5.849999904632568,5.849999904632568,5.650000095367432,5.659999847412109,5.659999847412109,16900
2024-09-23,5.650000095367432,5.849999904632568,5.650000095367432,5.690000057220459,5.690000057220459,6300
2024-09-24,5.690000057220459,5.769999980926514,5.650000095367432,5.650000095367432,5.650000095367432,2500
2024-09-25,5.800000190734863,5.840000152587891,5.699999809265137,5.699999809265137,5.699999809265137,1400
2024-09-26,5.699999809265137,5.849999904632568,5.699999809265137,5.800000190734863,5.800000190734863,7200
2024-09-27,6.005000114440918,6.013000011444092,5.71999979019165,5.71999979019165,5.71999979019165,10500
2024-09-30,6.730000019073486,9.34000015258789,6.260000228881836,8.199999809265137,8.199999809265137,338100
