Open,High,Low,Close,Adj Close,Volume
0.004699999932199717,0.006000000052154064,0.004699999932199717,0.005200000014156103,0.005200000014156103,1722296
0.00559999980032444,0.00559999980032444,0.004800000227987766,0.004900000058114529,0.004900000058114529,3038385
0.005200000014156103,0.00559999980032444,0.004900000058114529,0.004999999888241291,0.004999999888241291,794038
0.00559999980032444,0.006300000008195639,0.004999999888241291,0.0052999998442828655,0.0052999998442828655,1741426
0.006300000008195639,0.00800000037997961,0.0056500001810491085,0.00800000037997961,0.00800000037997961,3277731
0.007899999618530273,0.008500000461935997,0.006500000134110451,0.007000000216066837,0.007000000216066837,1220424
0.008500000461935997,0.008500000461935997,0.005799999926239252,0.007000000216066837,0.007000000216066837,5052830
0.00839999970048666,0.00839999970048666,0.006500000134110451,0.006500000134110451,0.006500000134110451,710475
0.007000000216066837,0.007899999618530273,0.006099999882280827,0.007499999832361937,0.007499999832361937,535670
0.007499999832361937,0.02889999933540821,0.007499999832361937,0.025499999523162842,0.025499999523162842,31809454
