Date,Open,High,Low,Close,Volume
2013-04-03,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,62000
2013-04-04,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-05,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-08,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-09,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-10,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-11,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-12,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-15,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-16,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-17,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-18,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-19,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-22,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-23,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-24,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-25,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-26,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-29,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-04-30,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-05-01,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-05-02,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-05-03,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-05-06,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-05-07,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-05-08,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-05-09,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-05-10,0.032999999821186066,0.032999999821186066,0.032999999821186066,0.032999999821186066,0
2013-05-13,0.03519999980926514,0.03519999980926514,0.03519999980926514,0.03519999980926514,125000
2013-05-14,0.03519999980926514,0.03519999980926514,0.03519999980926514,0.03519999980926514,125000
2013-05-15,0.03519999980926514,0.03519999980926514,0.03519999980926514,0.03519999980926514,0
2013-05-16,0.03519999980926514,0.03519999980926514,0.03519999980926514,0.03519999980926514,0
2013-05-17,0.03519999980926514,0.03519999980926514,0.03519999980926514,0.03519999980926514,0
2013-05-20,0.034299999475479126,0.034299999475479126,0.034299999475479126,0.034299999475479126,60000
2013-05-21,0.034299999475479126,0.034299999475479126,0.034299999475479126,0.034299999475479126,0
2013-05-22,0.034299999475479126,0.034299999475479126,0.034299999475479126,0.034299999475479126,0
2013-05-23,0.034299999475479126,0.034299999475479126,0.034299999475479126,0.034299999475479126,0
2013-05-24,0.034299999475479126,0.034299999475479126,0.034299999475479126,0.034299999475479126,0
2013-05-28,0.034299999475479126,0.034299999475479126,0.034299999475479126,0.034299999475479126,0
2013-05-29,0.034299999475479126,0.034299999475479126,0.034299999475479126,0.034299999475479126,0
2013-05-30,0.034299999475479126,0.034299999475479126,0.034299999475479126,0.034299999475479126,0
2013-05-31,0.034299999475479126,0.034299999475479126,0.034299999475479126,0.034299999475479126,0
2013-06-03,0.034299999475479126,0.034299999475479126,0.034299999475479126,0.034299999475479126,0
