Open,High,Low,Close,Adj Close,Volume
0.9700000286102295,0.9900000095367432,0.8500000238418579,0.8510000109672546,0.8510000109672546,2091000
0.878000020980835,0.9269999861717224,0.8539999723434448,0.8640000224113464,0.8640000224113464,1789600
0.8700000047683716,0.8899999856948853,0.7689999938011169,0.7929999828338623,0.7929999828338623,2469100
0.8199999928474426,0.8199999928474426,0.675000011920929,0.6830000281333923,0.6830000281333923,3663600
0.6800000071525574,0.7409999966621399,0.6800000071525574,0.7300000190734863,0.7300000190734863,2642000
0.7179999947547913,0.7409999966621399,0.6830000281333923,0.7099999785423279,0.7099999785423279,1513700
0.699999988079071,0.7699999809265137,0.699999988079071,0.7580000162124634,0.7580000162124634,1737400
0.7599999904632568,0.8199999928474426,0.7549999952316284,0.7940000295639038,0.7940000295639038,1199100
0.8600000143051147,0.949999988079071,0.8450000286102295,0.9179999828338623,0.9179999828338623,4217700
0.6539999842643738,0.6700000166893005,0.3700000047683716,0.37400001287460327,0.37400001287460327,17470600
