Date,Adj Close,Close,High,Low,Open,Volume
2024-11-13,0.6599990129470825,0.6599990129470825,0.6659989953041077,0.6587989926338196,0.6587989926338196,13841
2024-11-14,0.6365990042686462,0.6365990042686462,0.6599990129470825,0.6089990139007568,0.6239989995956421,10119
2024-11-15,0.5999990105628967,0.5999990105628967,0.6419990062713623,0.5999990105628967,0.6383990049362183,2666
2024-11-18,0.6599990129470825,0.6599990129470825,0.6599990129470825,0.5963990092277527,0.5999990105628967,136670
2024-11-19,0.6152989864349365,0.6152989864349365,0.6599990129470825,0.6140990257263184,0.6170989871025085,9443
2024-11-20,0.5549989938735962,0.5549989938735962,0.6257990002632141,0.5504990220069885,0.6257990002632141,39263
2024-11-21,0.6359990239143372,0.6359990239143372,0.6359990239143372,0.5849990248680115,0.6359990239143372,11586
2024-11-22,0.8099989891052246,0.8099989891052246,0.8099989891052246,0.5999990105628967,0.6359990239143372,16930
2024-11-25,0.7109990119934082,0.7109990119934082,0.713038980960846,0.7085989713668823,0.713038980960846,10500
2024-11-26,0.7193989753723145,0.7193989753723145,0.7469990253448486,0.6779990196228027,0.7071589827537537,13013
