Open,High,Low,Close,Adj Close,Volume
7.449999809265137,7.5,7.320000171661377,7.420000076293945,7.420000076293945,223300
7.429999828338623,7.639999866485596,7.320000171661377,7.570000171661377,7.570000171661377,241500
7.590000152587891,7.619999885559082,7.409999847412109,7.429999828338623,7.429999828338623,158100
7.380000114440918,7.409999847412109,7.199999809265137,7.349999904632568,7.349999904632568,265200
7.429999828338623,7.488999843597412,7.119999885559082,7.340000152587891,7.340000152587891,270200
7.340000152587891,7.369999885559082,7.184999942779541,7.360000133514404,7.360000133514404,235600
7.389999866485596,7.409999847412109,7.119999885559082,7.300000190734863,7.300000190734863,184700
7.260000228881836,7.304999828338623,7.190000057220459,7.260000228881836,7.260000228881836,195500
7.179999828338623,7.369999885559082,7.170000076293945,7.349999904632568,7.349999904632568,183900
7.440000057220459,8.180000305175781,7.420000076293945,8.039999961853027,8.039999961853027,601700
