Date,Open,High,Low,Close,Adj Close,Volume
2024-08-09,20.079999923706055,20.979999542236328,20.079999923706055,20.940000534057617,20.940000534057617,36100
2024-08-12,20.700000762939453,21.440000534057617,20.700000762939453,21.040000915527344,21.040000915527344,24400
2024-08-13,20.299999237060547,21.3700008392334,20.299999237060547,21.360000610351562,21.360000610351562,53500
2024-08-14,21.0,21.549999237060547,21.0,21.489999771118164,21.489999771118164,28700
2024-08-15,22.530000686645508,22.920000076293945,22.1200008392334,22.3799991607666,22.3799991607666,29100
2024-08-16,22.440000534057617,23.809999465942383,22.18000030517578,23.0,23.0,33600
2024-08-19,23.364999771118164,23.979999542236328,23.1200008392334,23.209999084472656,23.209999084472656,28600
2024-08-20,22.75,24.280000686645508,22.75,23.610000610351562,23.610000610351562,31800
2024-08-21,22.520000457763672,23.600000381469727,22.520000457763672,23.530000686645508,23.530000686645508,55200
2024-08-22,24.440000534057617,24.489999771118164,24.219999313354492,24.219999313354492,24.219999313354492,12310
