Date,Close,High,Low,Open,Volume
2026-06-15,9.833000183105469,9.866000175476074,6.118000030517578,7.800000190734863,157915
2026-06-16,9.279000282287598,9.406999588012695,8.57800006866455,8.918000221252441,39983
2026-06-17,7.071000099182129,8.899999618530273,6.413000106811523,8.600000381469727,88562
2026-06-18,5.270999908447266,5.925000190734863,5.163000106811523,5.322000026702881,63071
