Open,High,Low,Close,Adj Close,Volume
3.440000057220459,3.6549999713897705,3.4000000953674316,3.559999942779541,3.559999942779541,890700
3.549999952316284,3.619999885559082,3.4800000190734863,3.549999952316284,3.549999952316284,418300
3.5,3.5,3.1500000953674316,3.1600000858306885,3.1600000858306885,700900
3.2200000286102295,3.2899999618530273,3.059999942779541,3.0999999046325684,3.0999999046325684,588000
3.1600000858306885,3.1600000858306885,3.0199999809265137,3.049999952316284,3.049999952316284,633200
3.049999952316284,3.1449999809265137,3.0399999618530273,3.049999952316284,3.049999952316284,828800
3.0,3.009999990463257,2.8299999237060547,2.990000009536743,2.990000009536743,886100
2.9800000190734863,3.180000066757202,2.944999933242798,3.1500000953674316,3.1500000953674316,2827700
4.210000038146973,4.889999866485596,3.2360000610351562,3.930000066757202,3.930000066757202,8198100
4.0,4.494999885559082,3.9100000858306885,4.420000076293945,4.420000076293945,4325100
