Price,Adj Close,Close,High,Low,Open,Volume
Ticker,IRTC,IRTC,IRTC,IRTC,IRTC,IRTC
Date,,,,,,
2024-10-09 00:00:00+00:00,58.66999816894531,58.66999816894531,61.459999084472656,58.349998474121094,60.630001068115234,487200
2024-10-10 00:00:00+00:00,57.380001068115234,57.380001068115234,58.439998626708984,56.5,58.150001525878906,431700
2024-10-11 00:00:00+00:00,57.06999969482422,57.06999969482422,58.52000045776367,56.698001861572266,57.36000061035156,600200
2024-10-14 00:00:00+00:00,57.935001373291016,57.935001373291016,58.97999954223633,55.91999816894531,57.27000045776367,597800
2024-10-15 00:00:00+00:00,60.130001068115234,60.130001068115234,60.380001068115234,57.43000030517578,57.81999969482422,590600
2024-10-16 00:00:00+00:00,61.77000045776367,61.77000045776367,62.689998626708984,60.375,60.400001525878906,659600
2024-10-17 00:00:00+00:00,62.4900016784668,62.4900016784668,64.05000305175781,62.20000076293945,62.5,618900
2024-10-18 00:00:00+00:00,62.66999816894531,62.66999816894531,63.349998474121094,61.19499969482422,62.599998474121094,347300
2024-10-21 00:00:00+00:00,62.099998474121094,62.099998474121094,62.54999923706055,60.6879997253418,62.290000915527344,667300
2024-10-22 00:00:00+00:00,75.58999633789062,75.58999633789062,76.2699966430664,69.16000366210938,70.11000061035156,2662300
