Date,Open,High,Low,Close,Adj Close,Volume
2024-10-24,25.809999465942383,25.829999923706055,24.75,25.360000610351562,25.360000610351562,4644500
2024-10-25,24.899999618530273,25.260000228881836,24.649999618530273,24.729999542236328,24.729999542236328,3063500
2024-10-28,24.600000381469727,24.780000686645508,24.309999465942383,24.440000534057617,24.440000534057617,2204700
2024-10-29,24.8799991607666,25.18000030517578,24.56999969482422,24.950000762939453,24.950000762939453,2976200
2024-10-30,24.809999465942383,24.809999465942383,23.989999771118164,24.34000015258789,24.34000015258789,2532200
2024-10-31,23.719999313354492,23.739999771118164,22.899999618530273,23.40999984741211,23.40999984741211,5408300
2024-11-01,23.770000457763672,23.81999969482422,22.93000030517578,22.989999771118164,22.989999771118164,2615600
2024-11-04,23.030000686645508,23.200000762939453,22.639999389648438,22.739999771118164,22.739999771118164,2249900
2024-11-05,23.0,23.15999984741211,22.360000610351562,22.540000915527344,22.540000915527344,4470800
2024-11-06,20.850000381469727,22.8799991607666,20.75,22.469999313354492,22.469999313354492,6490900
