Date,Adj Close,Close,High,Low,Open,Volume
2024-01-25,12.449999809265137,12.449999809265137,14.184000015258789,12.3149995803833,14.184000015258789,3753
2024-01-26,12.300000190734863,12.300000190734863,12.899999618530273,12.300000190734863,12.449999809265137,2647
2024-01-29,11.729999542236328,11.729999542236328,13.470000267028809,11.399999618530273,12.159000396728516,4485
2024-01-30,12.975000381469727,12.975000381469727,14.399999618530273,11.418000221252441,12.300000190734863,34092
2024-01-31,10.302000045776367,10.302000045776367,14.100000381469727,10.302000045776367,13.442999839782715,42200
