Date,Open,High,Low,Close,Adj Close,Volume
2023-12-01,0.045099999755620956,0.045099999755620956,0.045099999755620956,0.045099999755620956,0.045099999755620956,0
2023-12-04,0.040950000286102295,0.05400000140070915,0.03099999949336052,0.05000000074505806,0.05000000074505806,131409
2023-12-05,0.035999998450279236,0.057500001043081284,0.035999998450279236,0.057500001043081284,0.057500001043081284,4100
2023-12-06,0.057999998331069946,0.057999998331069946,0.057999998331069946,0.057999998331069946,0.057999998331069946,1850
2023-12-07,0.057999998331069946,0.057999998331069946,0.057999998331069946,0.057999998331069946,0.057999998331069946,0
2023-12-08,0.048980001360177994,0.05290000140666962,0.048980001360177994,0.05290000140666962,0.05290000140666962,7872
2023-12-11,0.046549998223781586,0.046549998223781586,0.046549998223781586,0.046549998223781586,0.046549998223781586,120
2023-12-12,0.046549998223781586,0.046549998223781586,0.046549998223781586,0.046549998223781586,0.046549998223781586,0
2023-12-13,0.038600001484155655,0.038600001484155655,0.038600001484155655,0.038600001484155655,0.038600001484155655,10000
2023-12-14,0.038600001484155655,0.048250000923871994,0.038600001484155655,0.048250000923871994,0.048250000923871994,10100
