Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GNYPF,GNYPF,GNYPF,GNYPF,GNYPF,GNYPF
Date,,,,,,
2024-10-08 00:00:00+00:00,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,10000
2024-10-09 00:00:00+00:00,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0
2024-10-10 00:00:00+00:00,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,29000
2024-10-11 00:00:00+00:00,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0
2024-10-14 00:00:00+00:00,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0
2024-10-15 00:00:00+00:00,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0
2024-10-16 00:00:00+00:00,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0
2024-10-17 00:00:00+00:00,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0
2024-10-18 00:00:00+00:00,0.04410000145435333,0.04410000145435333,0.04410000145435333,0.04410000145435333,0.04410000145435333,2000
