Date,Open,High,Low,Close,Adj Close,Volume
2024-07-29,8.649999618530273,8.699999809265137,8.3100004196167,8.670000076293945,8.670000076293945,1189100
2024-07-30,8.699999809265137,9.069999694824219,8.539999961853027,9.029999732971191,9.029999732971191,856800
2024-07-31,8.329999923706055,8.824999809265137,6.949999809265137,7.789999961853027,7.789999961853027,2470300
2024-08-01,7.650000095367432,7.920000076293945,7.269999980926514,7.909999847412109,7.909999847412109,1155700
2024-08-02,7.460000038146973,8.0600004196167,7.414999961853027,7.829999923706055,7.829999923706055,1130000
2024-08-05,7.389999866485596,7.449999809265137,7.010000228881836,7.150000095367432,7.150000095367432,749200
2024-08-06,7.170000076293945,7.730000019073486,7.090000152587891,7.619999885559082,7.619999885559082,694000
2024-08-07,7.78000020980835,8.050000190734863,7.53000020980835,7.900000095367432,7.900000095367432,1002400
2024-08-08,8.0,8.420000076293945,7.900000095367432,8.3100004196167,8.3100004196167,1236400
2024-08-09,7.909999847412109,8.149999618530273,6.110000133514404,6.639999866485596,6.639999866485596,2044200
