Date,Open,High,Low,Close,Volume
2025-07-29,130.2100067138672,131.25999450683594,128.17999267578125,129.58999633789062,368800
2025-07-30,130.27999877929688,133.9499969482422,128.47500610351562,131.2100067138672,366500
2025-07-31,131.36000061035156,132.61000061035156,124.37000274658203,124.54000091552734,643500
2025-08-01,124.73999786376953,127.54499816894531,123.25,126.0999984741211,907500
2025-08-04,127.2699966430664,131.55999755859375,127.2699966430664,129.9499969482422,1411900
2025-08-05,88.75,89.51000213623047,73.91999816894531,80.54499816894531,7605921
