Date,Close,High,Low,Open,Volume
2026-06-15,4.339199066162109,4.439999103546143,4.233899116516113,4.439999103546143,10737
2026-06-16,4.204198837280273,4.409998893737793,4.0619988441467285,4.386599063873291,23715
2026-06-17,4.058999061584473,4.439398765563965,4.031999111175537,4.1381988525390625,25235
2026-06-18,3.583798885345459,4.180199146270752,3.583798885345459,4.079998970031738,60951
