Date,Open,High,Low,Close,Adj Close,Volume
2024-09-17,62.72999954223633,62.72999954223633,62.529998779296875,62.650001525878906,62.650001525878906,523000
2024-09-18,62.560001373291016,62.66999816894531,62.439998626708984,62.5,62.5,407300
2024-09-19,62.63999938964844,62.68000030517578,62.459999084472656,62.65999984741211,62.65999984741211,1262800
2024-09-20,62.689998626708984,62.7400016784668,62.54999923706055,62.7400016784668,62.7400016784668,1044800
2024-09-23,62.790000915527344,62.790000915527344,62.560001373291016,62.61000061035156,62.61000061035156,515200
2024-09-24,62.61000061035156,62.630001068115234,62.45000076293945,62.470001220703125,62.470001220703125,1275200
2024-09-25,62.5,62.54999923706055,62.470001220703125,62.4900016784668,62.4900016784668,1850000
2024-09-26,62.54999923706055,62.59000015258789,62.4900016784668,62.529998779296875,62.529998779296875,659100
2024-09-27,62.529998779296875,62.650001525878906,62.529998779296875,62.61000061035156,62.61000061035156,1531900
2024-09-30,62.599998474121094,62.63999938964844,62.540000915527344,62.619998931884766,62.619998931884766,976600
