Price,Adj Close,Close,High,Low,Open,Volume
Ticker,INVU,INVU,INVU,INVU,INVU,INVU
Date,,,,,,
2024-10-09 00:00:00+00:00,0.00419999985024333,0.00419999985024333,0.004259999841451645,0.004000000189989805,0.00419999985024333,4697142
2024-10-10 00:00:00+00:00,0.004650000017136335,0.004650000017136335,0.006599999964237213,0.00419999985024333,0.00419999985024333,2169850
2024-10-11 00:00:00+00:00,0.00559999980032444,0.00559999980032444,0.006000000052154064,0.0044999998062849045,0.006000000052154064,978004
2024-10-14 00:00:00+00:00,0.0056500001810491085,0.0056500001810491085,0.006399999838322401,0.004999999888241291,0.005400000140070915,676212
2024-10-15 00:00:00+00:00,0.005450000055134296,0.005450000055134296,0.005900000222027302,0.005400000140070915,0.005400000140070915,219834
2024-10-16 00:00:00+00:00,0.006300000008195639,0.006300000008195639,0.0066999997943639755,0.005499999970197678,0.005499999970197678,760695
2024-10-17 00:00:00+00:00,0.00800000037997961,0.00800000037997961,0.008419999852776527,0.006500000134110451,0.0066999997943639755,1703659
2024-10-18 00:00:00+00:00,0.008750000037252903,0.008750000037252903,0.00877000018954277,0.00839999970048666,0.00839999970048666,911775
2024-10-21 00:00:00+00:00,0.008799999952316284,0.008799999952316284,0.00930000003427267,0.008799999952316284,0.008799999952316284,850923
2024-10-22 00:00:00+00:00,0.012000000104308128,0.012000000104308128,0.012000000104308128,0.008799999952316284,0.008799999952316284,368147
