Price,Adj Close,Close,High,Low,Open,Volume
Ticker,FLYLF,FLYLF,FLYLF,FLYLF,FLYLF,FLYLF
Date,,,,,,
2024-10-09 00:00:00+00:00,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.14000000059604645,0.14000000059604645,95000
2024-10-10 00:00:00+00:00,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0
2024-10-11 00:00:00+00:00,0.17000000178813934,0.17000000178813934,0.18000000715255737,0.1599999964237213,0.17000000178813934,202400
2024-10-14 00:00:00+00:00,0.17000000178813934,0.17000000178813934,0.18000000715255737,0.17000000178813934,0.17000000178813934,131900
2024-10-15 00:00:00+00:00,0.17000000178813934,0.17000000178813934,0.20000000298023224,0.1599999964237213,0.20000000298023224,5800
2024-10-16 00:00:00+00:00,0.17000000178813934,0.17000000178813934,0.17000000178813934,0.17000000178813934,0.17000000178813934,9500
2024-10-17 00:00:00+00:00,0.17000000178813934,0.17000000178813934,0.17000000178813934,0.17000000178813934,0.17000000178813934,31400
2024-10-18 00:00:00+00:00,0.15000000596046448,0.15000000596046448,0.1599999964237213,0.15000000596046448,0.1599999964237213,3200
2024-10-21 00:00:00+00:00,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0
2024-10-22 00:00:00+00:00,0.23000000417232513,0.23000000417232513,0.23999999463558197,0.20000000298023224,0.2199999988079071,213600
