Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
CMCLF,CMOC Group Limited,0.9225,0.0725,8.53,743025,11205,25566000000,2024-04-04T06:18:35.216684
DYLLF,Deep Yellow Limited,0.94,0.0364,4.03,210377,237839,839350000,2024-04-04T06:18:35.216684
EUBG,Entrepreneur Universe Bright Group,0.35,0.0,0.0,10000,14430,595413000,2024-04-04T06:18:35.216684
LTSRF,Lotus Resources Limited,0.282,0.0156,5.84,522537,425203,516404000,2024-04-04T06:18:35.216684
LILM,Lilium N.V.,0.9017,-0.0301,-3.23,1215000,2235000,475960000,2024-04-04T06:18:35.216684
KRKNF,Kraken Robotics Inc.,0.8141,0.0059,0.73,45060,107146,169566000,2024-04-04T06:18:35.216684
OGNRF,Orogen Royalties Inc.,0.662,0.003,0.45,66769,76704,128033000,2024-04-04T06:18:35.216684
DMGGF,DMG Blockchain Solutions Inc.,0.4399,0.0197,4.69,101165,315718,75959000,2024-04-04T06:18:35.216684
OSSIF,OneSoft Solutions Inc.,0.5929,-0.0242,-3.92,84152,104031,72556000,2024-04-04T06:18:35.216684
IQST,iQSTEL Inc.,0.3817,-0.0023,-0.59,310492,514118,66928000,2024-04-04T06:18:35.216684
GKPRF,Gatekeeper Systems Inc.,0.585,0.0145,2.54,114534,75600,53813000,2024-04-04T06:18:35.216684
IVFH,"Innovative Food Holdings, Inc.",0.97,-0.0225,-2.27,48156,65245,48223000,2024-04-04T06:18:35.216684
BTTC,Bitech Technologies Corporation,0.0841,0.0041,5.08,234500,117944,40111000,2024-04-04T06:18:35.216684
PCSV,"PCS Edventures!, Inc.",0.19,0.0,0.0,100000,37761,23699000,2024-04-04T06:18:35.216684
BEWFF,BeWhere Holdings Inc.,0.2678,0.0,0.0,20000,10573,23447000,2024-04-04T06:18:35.216684
CYFRF,Cypherpunk Holdings Inc.,0.095,0.005,5.56,10000,45373,15561000,2024-04-04T06:18:35.216684
LTCHW,"Latch, Inc.",0.01,0.0,0.0,54393,30631,0,2024-04-04T06:18:35.216684
