Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
RCRUY,"Recruit Holdings Co., Ltd.",8.5,0.04,0.47,423059,228261,66393000000,2024-03-11T08:45:52.221026
UGP,Ultrapar Participações S.A.,5.83,0.01,0.18,940877,1372000,6387000000,2024-03-11T08:45:52.221026
HMY,Harmony Gold Mining Company Limited,7.14,0.03,0.42,5208000,4836000,4426000000,2024-03-11T08:45:52.221026
AUR,"Aurora Innovation, Inc.",2.2,-0.08,-3.51,7041000,6853000,3378000000,2024-03-11T08:45:52.221026
USNZY,Usinas Siderúrgicas de Minas Gerais S.A.,2.11,0.01,0.48,410950,109863,2597000000,2024-03-11T08:45:52.221026
UEC,Uranium Energy Corp.,6.37,-0.41,-6.05,7314000,8831000,2503000000,2024-03-11T08:45:52.221026
SECYF,Secure Energy Services Inc.,8.43,0.0,0.0,35696,77871,2377000000,2024-03-11T08:45:52.221026
ATHOF,Athabasca Oil Corporation,3.84,-0.05,-1.29,173281,239268,2187000000,2024-03-11T08:45:52.221026
OPEN,Opendoor Technologies Inc.,3.06,0.09,3.03,24685000,21806000,2080000000,2024-03-11T08:45:52.221026
YLLXF,Yellow Cake plc,8.34,0.07,0.79,38069,20715,1809000000,2024-03-11T08:45:52.221026
AWEVF,Alphawave IP Group plc,2.485,-0.105,-4.05,20303,19271,1806000000,2024-03-11T08:45:52.221026
HOEGF,Höegh Autoliners ASA,9.02,0.08,0.89,15224,21683,1721000000,2024-03-11T08:45:52.221026
VTEX,VTEX,9.21,-0.2,-2.13,1260000,457378,1695000000,2024-03-11T08:45:52.221026
DNN,Denison Mines Corp.,1.84,-0.12,-6.12,17447000,14186000,1642000000,2024-03-11T08:45:52.221026
AVPT,"AvePoint, Inc.",7.89,0.26,3.41,723571,863723,1452000000,2024-03-11T08:45:52.221026
ADMA,"ADMA Biologics, Inc.",6.34,0.18,2.92,3093000,2621000,1447000000,2024-03-11T08:45:52.221026
AUTL,Autolus Therapeutics plc,5.71,0.32,5.94,999311,1718000,1327000000,2024-03-11T08:45:52.221026
RSI,"Rush Street Interactive, Inc.",5.82,-0.44,-7.03,3066000,1038000,1322000000,2024-03-11T08:45:52.221026
MDXG,"MiMedx Group, Inc.",8.16,0.01,0.12,570220,720661,1199000000,2024-03-11T08:45:52.221026
ZJYL,Jin Medical International Ltd.,7.0,-2.2,-23.91,826210,1270000,1096000000,2024-03-11T08:45:52.221026
CIFR,Cipher Mining Inc.,3.51,0.09,2.63,12839000,10494000,1041000000,2024-03-11T08:45:52.221026
CXBMF,Calibre Mining Corp.,1.29,0.01,0.78,851792,358561,933181000,2024-03-11T08:45:52.221026
BITF,Bitfarms Ltd.,2.67,0.16,6.37,24618000,30232000,892189000,2024-03-11T08:45:52.221026
HCHDF,Hochschild Mining plc,1.37,-0.03,-2.14,39627,13676,718010000,2024-03-11T08:45:52.221026
CATX,"Perspective Therapeutics, Inc.",1.19,0.13,12.26,4891000,2307000,698293000,2024-03-11T08:45:52.221026
DYLLF,Deep Yellow Limited,0.8579,0.0,0.0,66215,231215,656015000,2024-03-11T08:45:52.221026
OABI,"OmniAb, Inc.",5.45,-0.15,-2.68,463604,515540,633840000,2024-03-11T08:45:52.221026
SNWGF,Snowline Gold Corp.,4.3,0.05,1.18,88765,66982,624003000,2024-03-11T08:45:52.221026
REAX,The Real Brokerage Inc.,3.39,-0.04,-1.17,578632,372748,616302000,2024-03-11T08:45:52.221026
NR,"Newpark Resources, Inc.",6.88,0.21,3.15,654477,780593,586188000,2024-03-11T08:45:52.221026
IREN,Iris Energy Limited,5.35,-0.01,-0.19,10448000,8102000,556577000,2024-03-11T08:45:52.221026
QD,Qudian Inc.,2.38,0.05,2.15,432477,946883,535260000,2024-03-11T08:45:52.221026
TALK,"Talkspace, Inc.",3.0,-0.08,-2.6,698666,997280,501285000,2024-03-11T08:45:52.221026
YRD,Yiren Digital Ltd.,4.87,-0.07,-1.42,106274,144766,431545000,2024-03-11T08:45:52.221026
DAKT,"Daktronics, Inc.",8.72,-0.13,-1.47,681491,626481,386138000,2024-03-11T08:45:52.221026
ACIU,AC Immune SA,3.78,-0.1,-2.58,77781,154003,373469000,2024-03-11T08:45:52.221026
ATAI,Atai Life Sciences N.V.,2.1,-0.09,-4.11,2034000,1451000,348621000,2024-03-11T08:45:52.221026
JFIN,Jiayin Group Inc.,6.41,0.21,3.39,77470,72103,344121000,2024-03-11T08:45:52.221026
IMMP,Immutep Limited,2.75,-0.14,-4.84,388289,164790,326928000,2024-03-11T08:45:52.221026
LINC,Lincoln Educational Services Corporation,9.98,-0.01,-0.1,95200,95053,316958000,2024-03-11T08:45:52.221026
ORN,"Orion Group Holdings, Inc.",8.47,1.01,13.54,904144,143401,275688000,2024-03-11T08:45:52.221026
MG,"Mistras Group, Inc.",8.94,0.01,0.11,78967,80721,273543000,2024-03-11T08:45:52.221026
BTBT,"Bit Digital, Inc.",2.47,0.14,6.01,7587000,9704000,264048000,2024-03-11T08:45:52.221026
GAU,Galiano Gold Inc.,1.15,0.04,3.6,757235,496523,260838000,2024-03-11T08:45:52.221026
ADTH,"AdTheorent Holding Company, Inc.",2.95,-0.07,-2.32,190752,234563,260314000,2024-03-11T08:45:52.221026
XYF,X Financial,4.2,-0.01,-0.24,26948,12775,202230000,2024-03-11T08:45:52.221026
XBIT,XBiotech Inc.,6.4,0.01,0.16,49452,38171,194797000,2024-03-11T08:45:52.221026
MAMA,"Mama's Creations, Inc.",4.99,-0.13,-2.54,152763,406345,186868000,2024-03-11T08:45:52.221026
KRKNF,Kraken Robotics Inc.,0.8,0.0175,2.24,169547,121583,166973000,2024-03-11T08:45:52.221026
VIRC,Virco Mfg. Corporation,9.76,0.09,0.93,99654,270208,159550000,2024-03-11T08:45:52.221026
ULBI,Ultralife Corporation,9.76,0.01,0.1,29789,55690,159479000,2024-03-11T08:45:52.221026
TZOO,Travelzoo,9.64,0.33,3.54,227632,102828,134688000,2024-03-11T08:45:52.221026
ESOA,Energy Services of America Corporation,7.81,-0.16,-2.01,73970,160160,129730000,2024-03-11T08:45:52.221026
OGNRF,Orogen Royalties Inc.,0.6608,-0.0089,-1.34,49065,81030,127801000,2024-03-11T08:45:52.221026
CPHRF,Cipher Pharmaceuticals Inc.,5.26,-0.16,-2.95,17571,12735,126941000,2024-03-11T08:45:52.221026
FNGR,"FingerMotion, Inc.",2.22,-0.1,-4.31,207467,357588,116651000,2024-03-11T08:45:52.221026
DMAC,DiaMedica Therapeutics Inc.,3.06,-0.01,-0.33,27946,41120,116138000,2024-03-11T08:45:52.221026
GSIT,"GSI Technology, Inc.",4.43,-0.16,-3.49,852653,415741,112057000,2024-03-11T08:45:52.221026
DTSRF,Ether Capital Corporation,3.3198,0.1798,5.73,36153,24048,111325000,2024-03-11T08:45:52.221026
BYROF,Byron Energy Limited,0.1,0.0,0.0,19005,35527,104030000,2024-03-11T08:45:52.221026
VTSI,"VirTra, Inc.",8.98,-0.05,-0.55,118335,179890,99630000,2024-03-11T08:45:52.221026
IDR,"Idaho Strategic Resources, Inc.",8.1,0.11,1.38,14886,26123,99278000,2024-03-11T08:45:52.221026
FEBO,Fenbo Holdings Limited,9.0,0.17,1.93,9408,25210,99000000,2024-03-11T08:45:52.221026
ARRNF,American Rare Earths Limited,0.2,0.0066,3.41,527023,1910000,98685000,2024-03-11T08:45:52.221026
CRDL,Cardiol Therapeutics Inc.,1.5,-0.13,-7.98,363424,351428,98240000,2024-03-11T08:45:52.221026
MPU,Mega Matrix Corp.,2.73,0.03,1.11,92988,578441,97839000,2024-03-11T08:45:52.221026
IZM,ICZOOM Group Inc.,9.26,-0.02,-0.22,286650,332535,96028000,2024-03-11T08:45:52.221026
LFVN,LifeVantage Corporation,6.95,0.05,0.65,31159,35946,89372000,2024-03-11T08:45:52.221026
BMR,Beamr Imaging Ltd.,5.76,-0.21,-3.52,1001000,4998000,86917000,2024-03-11T08:45:52.221026
OSSIF,OneSoft Solutions Inc.,0.67,0.01,1.52,198265,80866,83440000,2024-03-11T08:45:52.221026
XAUMF,Goldmoney Inc.,5.76,0.07,1.27,34164,11691,76673000,2024-03-11T08:45:52.221026
WSTRF,Western Uranium & Vanadium Corp.,1.408,-0.0855,-5.72,44945,87948,76164000,2024-03-11T08:45:52.221026
ACTHF,Aduro Clean Technologies Inc.,1.08,0.0142,1.33,33725,59597,72998000,2024-03-11T08:45:52.221026
DMGGF,DMG Blockchain Solutions Inc.,0.415,-0.0124,-2.89,385527,449931,72790000,2024-03-11T08:45:52.221026
APT,"Alpha Pro Tech, Ltd.",5.93,0.0,0.0,45562,60148,69067000,2024-03-11T08:45:52.221026
LEXX,Lexaria Bioscience Corp.,5.5,0.5,10.0,1543000,309725,68077000,2024-03-11T08:45:52.221026
IXHL,Incannex Healthcare Inc.,4.17,0.09,2.21,111271,307793,66178000,2024-03-11T08:45:52.221026
BTTC,Bitech Technologies Corporation,0.1149,0.0069,6.39,132400,131573,54827000,2024-03-11T08:45:52.221026
PPSI,"Pioneer Power Solutions, Inc.",5.5,0.2,3.77,334029,85225,54615000,2024-03-11T08:45:52.221026
GKPRF,Gatekeeper Systems Inc.,0.5539,-0.0061,-1.09,17274,48736,50952000,2024-03-11T08:45:52.221026
