Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
RNECY,Renesas Electronics Corporation,8.27,-0.08,-0.99,35973,162527,29883000000,2024-01-31T19:34:23.256189
UGP,Ultrapar Participações S.A.,5.74,0.11,1.86,1083000,1366000,6302000000,2024-01-31T19:34:23.256189
MAKSY,Marks and Spencer Group plc,6.26,-0.11,-1.73,13948,36203,6285000000,2024-01-31T19:34:23.256189
AUR,"Aurora Innovation, Inc.",3.105,-0.035,-1.11,1699000,6781000,4719000000,2024-01-31T19:34:23.256189
HMY,Harmony Gold Mining Company Limited,6.32,0.21,3.44,5222000,4684000,4059000000,2024-01-31T19:34:23.256189
UEC,Uranium Energy Corp.,7.64,0.02,0.2,5778000,7973000,3000000000,2024-01-31T19:34:23.256189
YLLXF,Yellow Cake plc,9.3,0.4,4.49,9080,21392,2017000000,2024-01-31T19:34:23.256189
ATHOF,Athabasca Oil Corporation,3.25,-0.053,-1.6,108070,277473,1861000000,2024-01-31T19:34:23.256189
CLBT,Cellebrite DI Ltd.,9.11,-0.25,-2.67,246145,902859,1798000000,2024-01-31T19:34:23.256189
VTEX,VTEX,8.29,0.07,0.85,170911,424167,1557000000,2024-01-31T19:34:23.256189
GRND,Grindr Inc.,8.8,-0.03,-0.34,135267,540668,1540000000,2024-01-31T19:34:23.256189
BQSSF,Boss Energy Limited,3.7125,0.0225,0.61,25088,45419,1517000000,2024-01-31T19:34:23.256189
AVPT,"AvePoint, Inc.",7.82,0.05,0.71,349630,773096,1437000000,2024-01-31T19:34:23.256189
MDXG,"MiMedx Group, Inc.",7.87,-0.06,-0.76,256601,673073,1152000000,2024-01-31T19:34:23.256189
AUTL,Autolus Therapeutics plc,6.08,0.22,3.75,234015,1262000,1058000000,2024-01-31T19:34:23.256189
TK,Teekay Corporation,9.06,0.07,0.78,377499,634100,824001000,2024-01-31T19:34:23.256189
CIFR,Cipher Mining Inc.,3.045,-0.035,-1.14,5357000,7812000,782742000,2024-01-31T19:34:23.256189
BITF,Bitfarms Ltd.,2.315,0.005,0.22,18198000,27340000,746083000,2024-01-31T19:34:23.256189
DYLLF,Deep Yellow Limited,0.961,0.0045,0.47,53805,211583,734828000,2024-01-31T19:34:23.256189
HCHDF,Hochschild Mining plc,1.39,0.0,0.0,21453,20942,715097000,2024-01-31T19:34:23.256189
SNWGF,Snowline Gold Corp.,4.3,0.12,2.87,38293,63967,622459000,2024-01-31T19:34:23.256189
REAX,The Real Brokerage Inc.,2.9,-0.05,-1.69,215956,241411,527220000,2024-01-31T19:34:23.256189
QD,Qudian Inc.,2.08,0.01,0.48,341093,730365,467790000,2024-01-31T19:34:23.256189
NKTX,"Nkarta, Inc.",9.22,-0.01,-0.11,558268,2027000,452447000,2024-01-31T19:34:23.256189
PANL,"Pangaea Logistics Solutions, Ltd.",9.43,-0.09,-0.97,221054,296193,438082000,2024-01-31T19:34:23.256189
