Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
DYLLF,Deep Yellow Limited,0.91,-0.01,-1.09,11736,232096,812563000,2024-04-09T06:19:12.939195
LTSRF,Lotus Resources Limited,0.28,0.005,1.82,22308,424540,512742000,2024-04-09T06:19:12.939195
LILM,Lilium N.V.,0.9499,0.0373,4.09,1394000,2126000,501402000,2024-04-09T06:19:12.939195
GRVWF,Greatview Aseptic Packaging Company Limited,0.28,0.0,0.0,16000,10331,379092000,2024-04-09T06:19:12.939195
DRSHF,DroneShield Limited,0.54,0.02,3.85,94930,34016,332912000,2024-04-09T06:19:12.939195
KRKNF,Kraken Robotics Inc.,0.8235,-0.0041,-0.5,35212,107609,171524000,2024-04-09T06:19:12.939195
ALGEF,Alligator Energy Limited,0.032,-0.003,-8.57,31160,72475,127948000,2024-04-09T06:19:12.939195
OGNRF,Orogen Royalties Inc.,0.6362,-0.0038,-0.6,36267,78032,123034000,2024-04-09T06:19:12.939195
DMGGF,DMG Blockchain Solutions Inc.,0.4177,0.0032,0.77,320957,304052,72122000,2024-04-09T06:19:12.939195
OSSIF,OneSoft Solutions Inc.,0.585,-0.005,-0.85,108632,111513,71589000,2024-04-09T06:19:12.939195
IQST,iQSTEL Inc.,0.3701,0.0001,0.04,162037,518945,64893000,2024-04-09T06:19:12.939195
GKPRF,Gatekeeper Systems Inc.,0.6298,0.0298,4.97,323778,83508,57934000,2024-04-09T06:19:12.939195
PCSV,"PCS Edventures!, Inc.",0.186,-0.0064,-3.33,25000,37672,23200000,2024-04-09T06:19:12.939195
CANOF,California Nanotechnologies Corp.,0.3193,-0.0391,-10.91,33459,23423,13967000,2024-04-09T06:19:12.939195
QGSI,QuantGate Systems Inc.,0.036,-0.0019,-5.01,359400,51503,10232000,2024-04-09T06:19:12.939195
CINGF,Coinsilium Group Limited,0.029,-0.01,-25.64,45000,36595,5068000,2024-04-09T06:19:12.939195
LTCHW,"Latch, Inc.",0.01,0.0,0.0,54393,30631,0,2024-04-09T06:19:12.939195
