Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
PCCYF,PetroChina Company Limited,0.9,-0.015,-1.64,344000,138739,240797000000,2024-04-05T19:23:41.982506
DYLLF,Deep Yellow Limited,0.9165,-0.0188,-2.01,95939,239065,818411000,2024-04-05T19:23:41.982506
LTSRF,Lotus Resources Limited,0.275,-0.0018,-0.65,292511,426168,503586000,2024-04-05T19:23:41.982506
LILM,Lilium N.V.,0.9131,-0.0165,-1.78,1097000,2196000,481977000,2024-04-05T19:23:41.982506
DRSHF,DroneShield Limited,0.52,-0.02,-3.7,22230,32141,320582000,2024-04-05T19:23:41.982506
KRKNF,Kraken Robotics Inc.,0.8302,0.0265,3.3,62803,108085,172919000,2024-04-05T19:23:41.982506
OGNRF,Orogen Royalties Inc.,0.6359,-0.0015,-0.24,119551,78770,122976000,2024-04-05T19:23:41.982506
OSSIF,OneSoft Solutions Inc.,0.5938,0.0038,0.64,167487,107665,72666000,2024-04-05T19:23:41.982506
DMGGF,DMG Blockchain Solutions Inc.,0.4145,-0.0233,-5.16,43644,313690,71573000,2024-04-05T19:23:41.982506
IQST,iQSTEL Inc.,0.3701,-0.0086,-2.27,351606,516336,64886000,2024-04-05T19:23:41.982506
GKPRF,Gatekeeper Systems Inc.,0.5927,0.021,3.67,202318,75214,54521000,2024-04-05T19:23:41.982506
IVFH,"Innovative Food Holdings, Inc.",0.951,-0.0283,-2.89,34668,64785,47279000,2024-04-05T19:23:41.982506
BEWFF,BeWhere Holdings Inc.,0.3227,0.0549,20.5,83500,11359,28254000,2024-04-05T19:23:41.982506
CANOF,California Nanotechnologies Corp.,0.3584,-0.0088,-2.4,6249,22818,15678000,2024-04-05T19:23:41.982506
CYFRF,Cypherpunk Holdings Inc.,0.095,0.0,0.0,10000,46163,15561000,2024-04-05T19:23:41.982506
QGSI,QuantGate Systems Inc.,0.035,0.002,6.06,10045,45773,9948000,2024-04-05T19:23:41.982506
CINGF,Coinsilium Group Limited,0.039,0.016,69.57,100000,34454,6815000,2024-04-05T19:23:41.982506
LTCHW,"Latch, Inc.",0.01,0.0,0.0,54393,30631,0,2024-04-05T19:23:41.982506
