Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
UGP,Ultrapar Participações S.A.,6.33,0.14,2.26,2969000,1317000,6897000000,2024-02-22T06:17:55.767009
AUR,"Aurora Innovation, Inc.",2.78,-0.05,-1.77,11186000,6376000,4268000000,2024-02-22T06:17:55.767009
HMY,Harmony Gold Mining Company Limited,5.56,-0.06,-1.07,2752000,4624000,3518000000,2024-02-22T06:17:55.767009
UEC,Uranium Energy Corp.,6.69,-0.02,-0.3,8413000,8481000,2629000000,2024-02-22T06:17:55.767009
ATHOF,Athabasca Oil Corporation,3.474,0.094,2.78,54326,261698,1985000000,2024-02-22T06:17:55.767009
OPEN,Opendoor Technologies Inc.,2.91,0.115,4.11,19537000,21649000,1978000000,2024-02-22T06:17:55.767009
AUTL,Autolus Therapeutics plc,6.2,-0.46,-6.91,2019000,1644000,1440000000,2024-02-22T06:17:55.767009
AVPT,"AvePoint, Inc.",7.84,-0.13,-1.63,618193,786279,1440000000,2024-02-22T06:17:55.767009
AWEVF,Alphawave IP Group plc,2.005,0.015,0.75,33140,12230,1435000000,2024-02-22T06:17:55.767009
VTEX,VTEX,7.17,-0.02,-0.28,291822,329728,1347000000,2024-02-22T06:17:55.767009
ZJYL,Jin Medical International Ltd.,8.45,-0.28,-3.21,301402,1403000,1323000000,2024-02-22T06:17:55.767009
MDXG,"MiMedx Group, Inc.",8.06,0.02,0.25,498108,665823,1180000000,2024-02-22T06:17:55.767009
BITF,Bitfarms Ltd.,3.15,-0.31,-8.96,29235000,31923000,1015000000,2024-02-22T06:17:55.767009
CIFR,Cipher Mining Inc.,3.13,-0.37,-10.57,4403000,9479000,804592000,2024-02-22T06:17:55.767009
IREN,Iris Energy Limited,6.64,-0.23,-3.35,5160000,7063000,690779000,2024-02-22T06:17:55.767009
DYLLF,Deep Yellow Limited,0.8891,-0.0709,-7.39,297510,223996,679834000,2024-02-22T06:17:55.767009
SNWGF,Snowline Gold Corp.,4.0485,-0.103,-2.48,33634,67735,586053000,2024-02-22T06:17:55.767009
QD,Qudian Inc.,2.45,0.03,1.24,1368000,926428,551003000,2024-02-22T06:17:55.767009
REAX,The Real Brokerage Inc.,2.89,0.01,0.35,131520,309988,525402000,2024-02-22T06:17:55.767009
NKTX,"Nkarta, Inc.",9.53,-0.79,-7.66,480268,2094000,467659000,2024-02-22T06:17:55.767009
CATX,"Perspective Therapeutics, Inc.",0.9286,0.0135,1.48,1496000,1816000,459281000,2024-02-22T06:17:55.767009
CURV,Torrid Holdings Inc.,4.19,-0.19,-4.34,48914,193257,436192000,2024-02-22T06:17:55.767009
YRD,Yiren Digital Ltd.,4.9,-0.04,-0.81,52085,147323,434204000,2024-02-22T06:17:55.767009
TALK,"Talkspace, Inc.",2.34,-0.13,-5.26,1006000,852649,391002000,2024-02-22T06:17:55.767009
DAKT,"Daktronics, Inc.",7.85,0.27,3.56,462274,648722,362515000,2024-02-22T06:17:55.767009
BNNLF,Bannerman Energy Ltd,2.112,-0.098,-4.43,104674,63823,322800000,2024-02-22T06:17:55.767009
LINC,Lincoln Educational Services Corporation,9.68,-0.09,-0.92,49853,78325,303556000,2024-02-22T06:17:55.767009
JFIN,Jiayin Group Inc.,5.55,0.12,2.12,15246,66416,297952000,2024-02-22T06:17:55.767009
