Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
DYLLF,Deep Yellow Limited,0.9,-0.02,-2.17,21807,226568,803633000,2024-04-10T17:51:47.929182
LTSRF,Lotus Resources Limited,0.2727,0.0027,1.02,12700,412034,499465000,2024-04-10T17:51:47.929182
PTHRF,Pantheon Resources Plc,0.514,-0.0085,-1.63,170221,336125,488836000,2024-04-10T17:51:47.929182
LILM,Lilium N.V.,0.9048,-0.0361,-3.84,777874,2034000,477596000,2024-04-10T17:51:47.929182
DRSHF,DroneShield Limited,0.56,0.035,6.93,31000,34022,345242000,2024-04-10T17:51:47.929182
KRKNF,Kraken Robotics Inc.,0.8,-0.0203,-2.44,19093,107255,166618000,2024-04-10T17:51:47.929182
ALGEF,Alligator Energy Limited,0.037,0.0,0.0,110000,73644,147940000,2024-04-10T17:51:47.929182
OGNRF,Orogen Royalties Inc.,0.6253,-0.0085,-1.35,24060,77749,120936000,2024-04-10T17:51:47.929182
OSSIF,OneSoft Solutions Inc.,0.586,0.006,1.03,11695,113855,71711000,2024-04-10T17:51:47.929182
DMGGF,DMG Blockchain Solutions Inc.,0.399,-0.0112,-2.74,93501,290927,68897000,2024-04-10T17:51:47.929182
IQST,iQSTEL Inc.,0.35,-0.0089,-2.48,311692,518700,61362000,2024-04-10T17:51:47.929182
GKPRF,Gatekeeper Systems Inc.,0.572,-0.038,-6.23,97687,85454,52617000,2024-04-10T17:51:47.929182
IVFH,"Innovative Food Holdings, Inc.",0.995,0.005,0.53,43601,61811,49466000,2024-04-10T17:51:47.929182
BTTC,Bitech Technologies Corporation,0.079,0.002,2.53,62660,108442,37697000,2024-04-10T17:51:47.929182
PCSV,"PCS Edventures!, Inc.",0.2099,0.0099,4.95,50000,43501,26181000,2024-04-10T17:51:47.929182
BEWFF,BeWhere Holdings Inc.,0.293,-0.025,-7.86,48031,14213,25656000,2024-04-10T17:51:47.929182
CANOF,California Nanotechnologies Corp.,0.323,0.0,0.0,23100,23801,14131000,2024-04-10T17:51:47.929182
PGOL,Patriot Gold Corp.,0.08,0.0,0.0,21500,16417,4908000,2024-04-10T17:51:47.929182
LTCHW,"Latch, Inc.",0.01,0.0,0.0,54393,30631,0,2024-04-10T17:51:47.929182
