Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
MZDAY,Mazda Motor Corporation,5.83,-0.41,-6.57,286435,83858,7489000000,2024-02-14T06:18:03.558771
UGP,Ultrapar Participações S.A.,5.82,-0.16,-2.68,1112000,1317000,6515000000,2024-02-14T06:18:03.558771
MAKSY,Marks and Spencer Group plc,5.83,-0.2,-3.32,92468,26163,5967000000,2024-02-14T06:18:03.558771
AUR,"Aurora Innovation, Inc.",3.07,-0.27,-8.08,6785000,6418000,4666000000,2024-02-14T06:18:03.558771
HMY,Harmony Gold Mining Company Limited,5.47,-0.4,-6.81,5229000,4750000,3668000000,2024-02-14T06:18:03.558771
UEC,Uranium Energy Corp.,7.64,-0.3,-3.78,8881000,8402000,3002000000,2024-02-14T06:18:03.558771
OPEN,Opendoor Technologies Inc.,3.24,-0.32,-8.99,18882000,20813000,2171000000,2024-02-14T06:18:03.558771
YLLXF,Yellow Cake plc,9.63,-0.12,-1.23,9719,22209,2088000000,2024-02-14T06:18:03.558771
CLBT,Cellebrite DI Ltd.,9.25,-0.03,-0.32,632653,892466,1826000000,2024-02-14T06:18:03.558771
VTEX,VTEX,7.53,-0.05,-0.66,240470,348878,1414000000,2024-02-14T06:18:03.558771
AVPT,"AvePoint, Inc.",7.7,-0.3,-3.75,1202000,770073,1414000000,2024-02-14T06:18:03.558771
ZJYL,Jin Medical International Ltd.,8.5,0.19,2.29,1226000,1501000,1331000000,2024-02-14T06:18:03.558771
AUTL,Autolus Therapeutics plc,6.85,-0.14,-2.0,1609000,1610000,1591000000,2024-02-14T06:18:03.558771
ADMA,"ADMA Biologics, Inc.",5.17,-0.29,-5.31,2723000,2086000,1168000000,2024-02-14T06:18:03.558771
MDXG,"MiMedx Group, Inc.",7.96,-0.34,-4.1,797279,652605,1165000000,2024-02-14T06:18:03.558771
BITF,Bitfarms Ltd.,3.01,-0.06,-1.95,21905000,30071000,974385000,2024-02-14T06:18:03.558771
CIFR,Cipher Mining Inc.,3.5,-0.4,-10.26,10305000,8607000,899703000,2024-02-14T06:18:03.558771
DYLLF,Deep Yellow Limited,0.96,-0.014,-1.44,78396,218220,741455000,2024-02-14T06:18:03.558771
TK,Teekay Corporation,8.12,-0.11,-1.34,466571,630510,738508000,2024-02-14T06:18:03.558771
SNWGF,Snowline Gold Corp.,3.747,-0.1165,-3.02,94496,67744,548677000,2024-02-14T06:18:03.558771
QD,Qudian Inc.,2.31,-0.02,-0.86,883414,862491,519517000,2024-02-14T06:18:03.558771
REAX,The Real Brokerage Inc.,2.81,-0.05,-1.75,352928,276275,510858000,2024-02-14T06:18:03.558771
CURV,Torrid Holdings Inc.,4.63,-0.35,-7.03,132091,197261,481997000,2024-02-14T06:18:03.558771
CATX,"Perspective Therapeutics, Inc.",0.8066,-0.0234,-2.82,1632000,1714000,398940000,2024-02-14T06:18:03.558771
BNNLF,Bannerman Energy Ltd,2.23,-0.055,-2.41,40473,62988,356260000,2024-02-14T06:18:03.558771
TALK,"Talkspace, Inc.",2.22,-0.15,-6.33,587744,834230,370951000,2024-02-14T06:18:03.558771
DAKT,"Daktronics, Inc.",7.42,-0.39,-4.99,431297,655910,342657000,2024-02-14T06:18:03.558771
LINC,Lincoln Educational Services Corporation,9.84,-0.73,-6.91,114103,77266,308574000,2024-02-14T06:18:03.558771
