Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
RCRUY,"Recruit Holdings Co., Ltd.",8.31,0.02,0.24,120557,228688,65095000000,2024-03-06T20:44:18.622997
UGP,Ultrapar Participações S.A.,5.92,0.05,0.85,1568000,1369000,6485000000,2024-03-06T20:44:18.622997
MAKSY,Marks and Spencer Group plc,6.13,0.12,2.0,13837,29743,6224000000,2024-03-06T20:44:18.622997
HMY,Harmony Gold Mining Company Limited,7.03,0.15,2.25,7018000,4748000,4361000000,2024-03-06T20:44:18.622997
AUR,"Aurora Innovation, Inc.",2.265,-0.025,-1.09,5121000,6911000,3477000000,2024-03-06T20:44:18.622997
UEC,Uranium Energy Corp.,6.47,-0.03,-0.46,4560000,8801000,2543000000,2024-03-06T20:44:18.622997
ATHOF,Athabasca Oil Corporation,3.86,0.1002,2.67,111237,249850,2189000000,2024-03-06T20:44:18.622997
OPEN,Opendoor Technologies Inc.,2.945,0.165,5.94,17288000,21521000,2002000000,2024-03-06T20:44:18.622997
IONQ,"IonQ, Inc.",9.79,0.42,4.48,8440000,7324000,2039000000,2024-03-06T20:44:18.622997
YLLXF,Yellow Cake plc,8.12,0.07,0.93,10563,20085,1762000000,2024-03-06T20:44:18.622997
AWEVF,Alphawave IP Group plc,2.365,-0.005,-0.21,44851,17888,1718000000,2024-03-06T20:44:18.622997
HOEGF,Höegh Autoliners ASA,9.0,-1.21,-11.85,88052,18355,1728000000,2024-03-06T20:44:18.622997
VTEX,VTEX,8.89,0.58,6.98,1429000,382258,1636000000,2024-03-06T20:44:18.622997
DNN,Denison Mines Corp.,1.835,0.035,1.94,6984000,13969000,1646000000,2024-03-06T20:44:18.622997
ZJYL,Jin Medical International Ltd.,9.25,0.35,3.91,1161000,1281000,1448000000,2024-03-06T20:44:18.622997
ADMA,"ADMA Biologics, Inc.",6.1,0.3,5.17,4182000,2380000,1392000000,2024-03-06T20:44:18.622997
AUTL,Autolus Therapeutics plc,5.61,-0.09,-1.67,484736,1701000,1302000000,2024-03-06T20:44:18.622997
MDXG,"MiMedx Group, Inc.",8.02,0.02,0.31,424708,715470,1179000000,2024-03-06T20:44:18.622997
WDOFF,Wesdome Gold Mines Ltd.,7.47,0.31,4.33,136083,135836,1113000000,2024-03-06T20:44:18.622997
CIFR,Cipher Mining Inc.,3.665,0.815,28.6,17023000,9988000,1087000000,2024-03-06T20:44:18.622997
CXBMF,Calibre Mining Corp.,1.2875,0.0375,3.0,219268,345086,925460000,2024-03-06T20:44:18.622997
BITF,Bitfarms Ltd.,2.625,0.135,5.42,30441000,31315000,845586000,2024-03-06T20:44:18.622997
OABI,"OmniAb, Inc.",5.89,0.4,7.27,377483,510910,684908000,2024-03-06T20:44:18.622997
DYLLF,Deep Yellow Limited,0.8579,0.0249,2.98,66215,233390,663618000,2024-03-06T20:44:18.622997
SNWGF,Snowline Gold Corp.,4.22,0.075,1.81,38002,65310,619905000,2024-03-06T20:44:18.622997
IREN,Iris Energy Limited,5.41,0.32,6.19,6576000,7956000,562298000,2024-03-06T20:44:18.622997
