Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
EGRAF,Energy Resources of Australia Ltd,0.04,0.04,740.0,6100,62583,17027000000,2025-12-22T07:41:56.563969
TLOFF,Talon Metals Corp.,0.4,0.09,30.29,2414000,1824000,467851000,2025-12-22T07:41:56.563969
FXGDF,--,0.37,0.12,48.0,600,36765,182072000,2025-12-22T07:41:56.563969
ARYMF,Argosy Minerals Limited,0.08,0.02,30.8,50000,31936,130419000,2025-12-22T07:41:56.563969
DGGXF,DigitalX Limited,0.02,0.01,166.51,40000,74042,104812000,2025-12-22T07:41:56.563969
LAZR,"Luminar Technologies, Inc.",0.6,0.38,174.73,895790000,24075000,47058000,2025-12-22T07:41:56.563969
BRWXF,Brunswick Exploration Inc.,0.13,0.03,31.41,22500,157538,31560000,2025-12-22T07:41:56.563969
PLGGF,Aegis Critical Energy Defence Corp.,0.29,0.08,36.33,67500,378712,28406000,2025-12-22T07:41:56.563969
USCUF,US Copper Corp.,0.11,0.03,37.86,275000,233992,16685000,2025-12-22T07:41:56.563969
TJGC,TJGC Group Limited,0.89,0.22,33.27,758981,160380,13617000,2025-12-22T07:41:56.563969
MIMI,Mint Incorporation Limited,0.48,0.21,75.45,123073000,3142000,11993000,2025-12-22T07:41:56.563969
SVGAF,Silver Grail Resources Ltd.,0.22,0.06,37.5,5000,12236,11951000,2025-12-22T07:41:56.563969
FAMDF,Futura Medical plc,0.02,0.01,100.0,20900,24650,11622000,2025-12-22T07:41:56.563969
PRRSF,Prospect Ridge Resources Corp.,0.05,0.01,39.65,13000,28213,6420000,2025-12-22T07:41:56.563969
HVGDF,Harvest Gold Corporation,0.05,0.02,42.86,10000,64828,6033000,2025-12-22T07:41:56.563969
AAUGF,Aero Energy Limited,0.03,0.01,31.82,22847,100818,5569000,2025-12-22T07:41:56.563969
FDVXF,FenixOro Gold Corp.,0.05,0.05,0.0,14000,10347,5414000,2025-12-22T07:41:56.563969
CDTAF,infinitii ai inc.,0.04,0.01,41.7,100,12531,4884000,2025-12-22T07:41:56.563969
CLRI,"Cleartronic, Inc.",0.01,0.0,44.93,26000,12902,3437000,2025-12-22T07:41:56.563969
HGYN,Hong Yuan Holding Group,0.04,0.01,38.33,100,13377,3098000,2025-12-22T07:41:56.563969
LQWC,LifeQuest World Corporation,0.01,0.0,32.08,128595,30573,1733000,2025-12-22T07:41:56.563969
MODVQ,ModivCare Inc.,0.02,0.01,100.0,100,51158,287076,2025-12-22T07:41:56.563969
