Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
BSNLF,Blue Star Helium Limited,0.013,0.003,30.0,36620,27109,25250000,2024-09-10T06:29:01.378349
INTI,"Inhibitor Therapeutics, Inc.",0.078,0.0219,39.04,18180,11267,13441000,2024-09-10T06:29:01.378349
CULTF,Cult Food Science Corp.,0.0484,0.0157,48.01,180500,126207,3761000,2024-09-10T06:29:01.378349
GLFH,"Galenfeha, Inc.",0.042,0.017,68.0,52286,26899,3521000,2024-09-10T06:29:01.378349
ASPU,"Aspen Group, Inc.",0.1297,0.0397,44.11,11240,14916,3333000,2024-09-10T06:29:01.378349
CONNQ,"Conn's, Inc.",0.02,0.0047,31.15,1955,559572,995438,2024-09-10T06:29:01.378349
AUDAQ,"Audacy, Inc.",0.08,0.02,33.33,39,37141,399019,2024-09-10T06:29:01.378349
VSSYW,Versus Systems Inc.,0.06,0.0196,48.51,4112,24225,0,2024-09-10T06:29:01.378349
MNYWW,MoneyHero Limited,0.0478,0.0178,59.33,600,27282,0,2024-09-10T06:29:01.378349
LUCYW,"Innovative Eyewear, Inc.",0.0588,0.0158,36.74,4850,19885,0,2024-09-10T06:29:01.378349
CSSPQ,"Chicken Soup for the Soul Entertainment, Inc.",0.026,0.0105,67.74,1180,79433,0,2024-09-10T06:29:01.378349
