Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
NOURF,Northern Minerals Limited,0.02,0.01,36.65,319000,263577,293932000,2026-07-15T09:25:48.842417
BRIOF,Magna Terra Minerals Inc.,0.16,0.04,31.2,2000,33347,17771000,2026-07-15T09:25:48.842417
AMUIF,--,0.07,0.02,40.0,35180,22690,9153000,2026-07-15T09:25:48.842417
CNEY,CN Energy Group. Inc.,0.75,0.27,56.35,39360000,1205000,6152000,2026-07-15T09:25:48.842417
SYGCF,Sylla Gold Corp.,0.05,0.02,68.62,19602,48092,5229000,2026-07-15T09:25:48.842417
SVUHF,SRIVARU Holding Limited,0.01,0.0,50.0,105,23636,3830000,2026-07-15T09:25:48.842417
AGTT,"Angstrom Technologies, Inc.",0.08,0.03,60.0,859900,70186,2805000,2026-07-15T09:25:48.842417
ADMT,"ADM Tronics Unlimited, Inc.",0.04,0.01,33.33,500,22975,2704000,2026-07-15T09:25:48.842417
DHBUF,Delivra Health Brands Inc.,0.09,0.02,38.78,3000,14951,2676000,2026-07-15T09:25:48.842417
LIVG,"Livento Group, Inc.",0.01,0.01,87.5,493714,26336,1939000,2026-07-15T09:25:48.842417
FAASF,DigiAsia Corp.,0.03,0.01,49.5,116272,43899,1815000,2026-07-15T09:25:48.842417
CLDVF,Cloud3 Ventures Inc.,0.13,0.06,90.9,76159,20254,1727000,2026-07-15T09:25:48.842417
JRSS,JRSIS Health Care Corporation,0.02,0.0,40.54,20000,119504,1320000,2026-07-15T09:25:48.842417
MOGMF,MOGOTES METALS INC,0.38,0.11,38.99,150590,258160,0,2026-07-15T09:25:48.842417
