Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
VOBIF,Vobile Group Limited,0.3118,0.1218,64.11,404,68645,793004000,2024-10-04T06:30:02.897081
PCOGF,Pancontinental Energy NL,0.018,0.0055,44.0,46958,311607,146369000,2024-10-04T06:30:02.897081
STEM,"Stem, Inc.",0.48,0.1495,45.23,24177000,6854000,78060000,2024-10-04T06:30:02.897081
NSFDF,NXT Energy Solutions Inc.,0.18,0.063,53.85,7500,11850,14104000,2024-10-04T06:30:02.897081
GRFX,Graphex Group Limited,0.3228,0.1098,51.55,5167000,160631,15943000,2024-10-04T06:30:02.897081
FBSE,"Fastbase, Inc.",0.095,0.035,58.33,12133,12318,10300000,2024-10-04T06:30:02.897081
AOXG,"Aoxing Pharmaceutical Company, Inc.",0.0148,0.0082,124.24,137931,20074,5050000,2024-10-04T06:30:02.897081
ARLSF,Argo Living Soils Corp.,0.1995,0.0778,63.93,700,20479,2694000,2024-10-04T06:30:02.897081
USCUF,US Copper Corp.,0.022,0.0065,41.94,11000,23395,2680000,2024-10-04T06:30:02.897081
BYDMF,Beyond Lithium Inc.,0.0365,0.0104,39.85,1000,253869,1441000,2024-10-04T06:30:02.897081
MVLA,Movella Holdings Inc.,0.028,0.0125,80.65,1000,31781,1425000,2024-10-04T06:30:02.897081
MSRM,Mushrooms Inc.,0.0124,0.0033,36.26,15200,78952,578127,2024-10-04T06:30:02.897081
EFTR,"eFFECTOR Therapeutics, Inc.",0.035,0.0098,38.89,460,80440,164654,2024-10-04T06:30:02.897081
EVGOW,"EVgo, Inc.",0.82,0.5125,166.67,2249000,72118,0,2024-10-04T06:30:02.897081
